ensembl_gene_id	external_gene_name	gene_biotype
ENSMUSG00000089533	Gm25164	rRNA
ENSMUSG00000082954	Gm15504	processed_pseudogene
ENSMUSG00000085152	Gm11496	lincRNA
ENSMUSG00000089227	Gm25051	misc_RNA
ENSMUSG00000095805	Gm22092	snRNA
ENSMUSG00000098648	Mir6239	miRNA
ENSMUSG00000084466	Gm22960	snRNA
ENSMUSG00000021518	Ptdss1	protein_coding
ENSMUSG00000089314	Gm23185	snRNA
ENSMUSG00000089149	Gm22282	misc_RNA
ENSMUSG00000033313	Fbxl8	protein_coding
ENSMUSG00000088233	Gm25428	snoRNA
ENSMUSG00000087734	Gm24646	snRNA
ENSMUSG00000093096	Mir3968	miRNA
ENSMUSG00000084725	Gm24141	snRNA
ENSMUSG00000065475	Mir27b	miRNA
ENSMUSG00000088890	Gm22517	snoRNA
ENSMUSG00000105754	SNORA43	snoRNA
ENSMUSG00000050973	Gdpgp1	protein_coding
ENSMUSG00000095122	Gm23215	miRNA
ENSMUSG00000098908	Gm27931	snoRNA
ENSMUSG00000085862	Gm13483	processed_transcript
ENSMUSG00000021375	Kif13a	protein_coding
ENSMUSG00000088583	Gm22965	snRNA
ENSMUSG00000077948	Gm23438	miRNA
ENSMUSG00000069421	Olfr810	protein_coding
ENSMUSG00000070219	n-R5s13	rRNA
ENSMUSG00000098838	Mir381	miRNA
ENSMUSG00000088767	Gm22636	misc_RNA
ENSMUSG00000096390	Gm23687	snoRNA
ENSMUSG00000098983	Gm28003	miRNA
ENSMUSG00000066797	Zfp648	protein_coding
ENSMUSG00000070235	Gm26329	misc_RNA
ENSMUSG00000077582	Gm24374	snRNA
ENSMUSG00000089321	Gm22523	snRNA
ENSMUSG00000065903	Gm26111	snRNA
ENSMUSG00000092660	Gm22403	miRNA
ENSMUSG00000105236	AC139844.1	miRNA
ENSMUSG00000084621	Gm25106	snRNA
ENSMUSG00000103764	Gm18382	processed_pseudogene
ENSMUSG00000095329	Gm17330	protein_coding
ENSMUSG00000033998	Kcnk1	protein_coding
ENSMUSG00000104329	Gm37324	TEC
ENSMUSG00000094310	Gm23243	miRNA
ENSMUSG00000065530	Mir99a	miRNA
ENSMUSG00000077481	Gm25272	snoRNA
ENSMUSG00000041567	Serpina12	protein_coding
ENSMUSG00000077680	Gm22495	snoRNA
ENSMUSG00000089429	Gm26004	rRNA
ENSMUSG00000065662	n-R5s161	rRNA
ENSMUSG00000066750	Olfr876	protein_coding
ENSMUSG00000074466	Gm15417	antisense
ENSMUSG00000105988	AC120787.3	miRNA
ENSMUSG00000098562	Mir6910	miRNA
ENSMUSG00000065115	Gm23298	snRNA
ENSMUSG00000064779	Gm22997	snRNA
ENSMUSG00000083717	Gm13865	processed_pseudogene
ENSMUSG00000099944	Gm21875	unprocessed_pseudogene
ENSMUSG00000032127	Vps11	protein_coding
ENSMUSG00000099049	Gm27289	rRNA
ENSMUSG00000064725	Snord96a	snoRNA
ENSMUSG00000089507	Gm23477	snoRNA
ENSMUSG00000098709	Gm27528	misc_RNA
ENSMUSG00000099232	Gm27884	misc_RNA
ENSMUSG00000101316	Gm12663	processed_pseudogene
ENSMUSG00000076389	Gm23192	miRNA
ENSMUSG00000098515	Gm27195	sense_intronic
ENSMUSG00000089570	Mir669m-1	miRNA
ENSMUSG00000093160	Gm22773	miRNA
ENSMUSG00000047828	A730018C14Rik	protein_coding
ENSMUSG00000099058	Mir6943	miRNA
ENSMUSG00000095892	Rnu5g	snRNA
ENSMUSG00000099110	Mir6951	miRNA
ENSMUSG00000077524	n-R5s67	rRNA
ENSMUSG00000065590	Mir212	miRNA
ENSMUSG00000094710	Gm22823	snRNA
ENSMUSG00000065567	Mir30c-2	miRNA
ENSMUSG00000096547	Gm25235	snRNA
ENSMUSG00000035337	Uchl4	protein_coding
ENSMUSG00000020668	Kif3c	protein_coding
ENSMUSG00000065488	Mir196a-2	miRNA
ENSMUSG00000093354	Mir125b-1	miRNA
ENSMUSG00000088814	Gm22385	rRNA
ENSMUSG00000062908	Acadm	protein_coding
ENSMUSG00000081800	Gm14200	processed_pseudogene
ENSMUSG00000098785	Mir6395	miRNA
ENSMUSG00000099240	Gm27539	misc_RNA
ENSMUSG00000075726	Gm23254	snoRNA
ENSMUSG00000024668	Sdhaf2	protein_coding
ENSMUSG00000031610	Scrg1	protein_coding
ENSMUSG00000064780	Snord95	snoRNA
ENSMUSG00000103105	Gm18752	transcribed_unprocessed_pseudogene
ENSMUSG00000096555	Olfr944	protein_coding
ENSMUSG00000079629	Rhox2g	protein_coding
ENSMUSG00000096504	Mir465b-2	miRNA
ENSMUSG00000093315	Mir5114	miRNA
ENSMUSG00000096076	Gm23962	miRNA
ENSMUSG00000025410	Dctn2	protein_coding
ENSMUSG00000099323	Gm28016	misc_RNA
ENSMUSG00000094154	Gm23266	snoRNA
ENSMUSG00000096784	Gm24643	miRNA
ENSMUSG00000079243	Xirp1	protein_coding
ENSMUSG00000077265	Gm24430	snRNA
ENSMUSG00000073481	Marc2	protein_coding
ENSMUSG00000069208	Zfp825	protein_coding
ENSMUSG00000088352	Gm24013	snoRNA
ENSMUSG00000093981	Gm24862	snoRNA
ENSMUSG00000077171	Gm25761	snoRNA
ENSMUSG00000088046	Gm23324	snoRNA
ENSMUSG00000089556	Gm24175	snoRNA
ENSMUSG00000094833	Gm25473	snRNA
ENSMUSG00000077504	Gm24234	snRNA
ENSMUSG00000035575	Utp6	protein_coding
ENSMUSG00000105435	AC079245.1	miRNA
ENSMUSG00000059411	Olfr434	protein_coding
ENSMUSG00000034164	Emid1	protein_coding
ENSMUSG00000089024	Gm25016	snoRNA
ENSMUSG00000087746	Gm25150	snRNA
ENSMUSG00000032218	Ccnb2	protein_coding
ENSMUSG00000032053	Pou2af1	protein_coding
ENSMUSG00000093901	Olfr893	protein_coding
ENSMUSG00000098395	Gm27998	misc_RNA
ENSMUSG00000076231	Gm22759	miRNA
ENSMUSG00000085668	Gm13447	lincRNA
ENSMUSG00000050248	Evc2	protein_coding
ENSMUSG00000064728	Gm25851	snRNA
ENSMUSG00000070170	Gm24163	snoRNA
ENSMUSG00000098537	Gm27867	misc_RNA
ENSMUSG00000093346	Gm26115	miRNA
ENSMUSG00000100103	Gm29553	processed_pseudogene
ENSMUSG00000076246	Gm22256	miRNA
ENSMUSG00000004187	Kifc2	protein_coding
ENSMUSG00000092868	Mir5113	miRNA
ENSMUSG00000065258	Gm23969	snoRNA
ENSMUSG00000032246	Calml4	protein_coding
ENSMUSG00000079741	Nlrp4g	protein_coding
ENSMUSG00000025127	Gcgr	protein_coding
ENSMUSG00000088797	Gm22537	misc_RNA
ENSMUSG00000093921	Gm23864	snRNA
ENSMUSG00000093898	Gm3629	protein_coding
ENSMUSG00000094350	Gm10931	protein_coding
ENSMUSG00000043087	Olfr855	protein_coding
ENSMUSG00000042367	Gjb3	protein_coding
ENSMUSG00000077336	Gm23011	snoRNA
ENSMUSG00000064669	Gm24461	snRNA
ENSMUSG00000063001	Gm9701	processed_pseudogene
ENSMUSG00000099109	Mir7115	miRNA
ENSMUSG00000092746	Rn7s6	misc_RNA
ENSMUSG00000093928	Gm23863	rRNA
ENSMUSG00000095361	Gm24967	snRNA
ENSMUSG00000077696	n-R5s172	rRNA
ENSMUSG00000089040	Gm26174	ribozyme
ENSMUSG00000098718	Mir496b	miRNA
ENSMUSG00000088733	Gm23895	snRNA
ENSMUSG00000104689	AC161877.1	miRNA
ENSMUSG00000087823	Gm22281	snRNA
ENSMUSG00000094554	Gm22391	snoRNA
ENSMUSG00000021891	Mettl6	protein_coding
ENSMUSG00000074655	Gm1527	protein_coding
ENSMUSG00000039405	Prss23	protein_coding
ENSMUSG00000064795	Gm22423	snRNA
ENSMUSG00000095684	Gm23282	miRNA
ENSMUSG00000056316	Gm9996	protein_coding
ENSMUSG00000104974	RP23-181F22.3	TEC
ENSMUSG00000020284	1810043G02Rik	protein_coding
ENSMUSG00000097846	U3	snoRNA
ENSMUSG00000077469	Gm25922	snoRNA
ENSMUSG00000094049	Gm26283	snoRNA
ENSMUSG00000065795	Gm25513	snRNA
ENSMUSG00000064412	Gm22246	snRNA
ENSMUSG00000080529	Gm23882	miRNA
ENSMUSG00000057349	Olfr948	protein_coding
ENSMUSG00000101088	1810018F18Rik	transcribed_unprocessed_pseudogene
ENSMUSG00000099145	Mir8116	miRNA
ENSMUSG00000088537	Gm23279	rRNA
ENSMUSG00000076031	Gm22751	miRNA
ENSMUSG00000064494	Gm22063	snRNA
ENSMUSG00000031762	Mt2	protein_coding
ENSMUSG00000099004	Gm27656	miRNA
ENSMUSG00000096736	Gm17535	protein_coding
ENSMUSG00000092666	Gm22408	miRNA
ENSMUSG00000098704	Mir6934	miRNA
ENSMUSG00000093256	Gm22933	miRNA
ENSMUSG00000096211	Gm23330	snRNA
ENSMUSG00000095894	Gm24795	miRNA
ENSMUSG00000077517	Gm25876	snoRNA
ENSMUSG00000064755	Gm26328	snRNA
ENSMUSG00000105863	SNORA17	snoRNA
ENSMUSG00000062279	Gm10237	processed_pseudogene
ENSMUSG00000077962	Mir874	miRNA
ENSMUSG00000090889	Gm17428	protein_coding
ENSMUSG00000098453	Mir6997	miRNA
ENSMUSG00000095376	Gm22109	rRNA
ENSMUSG00000076028	Mir669a-3	miRNA
ENSMUSG00000085323	9130410C08Rik	antisense
ENSMUSG00000065510	Mir361	miRNA
ENSMUSG00000098576	mmu-mir-433	miRNA
ENSMUSG00000066878	Gm10184	protein_coding
ENSMUSG00000025105	Bnc1	protein_coding
ENSMUSG00000098618	Gm27299	miRNA
ENSMUSG00000096894	Mir467a-10	miRNA
ENSMUSG00000106580	mmu-mir-7231	miRNA
ENSMUSG00000095531	Gm25284	snRNA
ENSMUSG00000090666	Gm17567	protein_coding
ENSMUSG00000094518	Gm6421	processed_pseudogene
ENSMUSG00000087860	Gm24441	misc_RNA
ENSMUSG00000064824	Gm22443	snRNA
ENSMUSG00000094150	Gm23265	snoRNA
ENSMUSG00000094889	Gm25119	scaRNA
ENSMUSG00000106406	mmu-mir-7682	miRNA
ENSMUSG00000088402	Gm25887	snRNA
ENSMUSG00000065220	Gm25794	snRNA
ENSMUSG00000082483	Gm13486	processed_pseudogene
ENSMUSG00000070130	Mir328	miRNA
ENSMUSG00000065176	Rnu12	snRNA
ENSMUSG00000077705	n-R5s202	rRNA
ENSMUSG00000065630	Gm24256	snRNA
ENSMUSG00000065847	Gm25188	snoRNA
ENSMUSG00000095717	Gm2056	protein_coding
ENSMUSG00000088048	Gm23331	snRNA
ENSMUSG00000064417	DQ267102	snoRNA
ENSMUSG00000084606	Gm23118	snRNA
ENSMUSG00000087523	Gm12319	lincRNA
ENSMUSG00000106130	AC123608.1	miRNA
ENSMUSG00000076385	Gm24462	miRNA
ENSMUSG00000023034	Nr4a1	protein_coding
ENSMUSG00000096757	Olfr251	protein_coding
ENSMUSG00000080480	Gm23494	snRNA
ENSMUSG00000077497	Gm23593	snoRNA
ENSMUSG00000087854	Gm22790	rRNA
ENSMUSG00000094165	Gm26073	miRNA
ENSMUSG00000089377	Gm22135	rRNA
ENSMUSG00000098408	Mir6237	miRNA
ENSMUSG00000092706	Gm24510	miRNA
ENSMUSG00000105825	AC069308.2	miRNA
ENSMUSG00000093300	Gm23799	rRNA
ENSMUSG00000088387	Gm24691	snRNA
ENSMUSG00000065016	Snora3	snoRNA
ENSMUSG00000030161	Gabarapl1	protein_coding
ENSMUSG00000064254	Ethe1	protein_coding
ENSMUSG00000104750	AC034285.1	miRNA
ENSMUSG00000087966	Gm25390	snRNA
ENSMUSG00000084858	Gm1980	unprocessed_pseudogene
ENSMUSG00000095278	Gm27634	miRNA
ENSMUSG00000093189	Gm25694	ribozyme
ENSMUSG00000078895	Gm11009	protein_coding
ENSMUSG00000080507	Gm22071	miRNA
ENSMUSG00000084569	Gm26479	snRNA
ENSMUSG00000089528	Gm22324	snoRNA
ENSMUSG00000046650	Olfr1440	protein_coding
ENSMUSG00000036768	Kif15	protein_coding
ENSMUSG00000065518	Mir423	miRNA
ENSMUSG00000098647	CAAA01064564.1	miRNA
ENSMUSG00000025980	Hspd1	protein_coding
ENSMUSG00000063844	Olfr1276	protein_coding
ENSMUSG00000106199	mmu-mir-3967	miRNA
ENSMUSG00000080336	Gm25111	miRNA
ENSMUSG00000092776	Gm26195	miRNA
ENSMUSG00000098691	Gm27317	miRNA
ENSMUSG00000088937	Gm25923	rRNA
ENSMUSG00000088392	Gm26307	snoRNA
ENSMUSG00000093074	Gm25949	snRNA
ENSMUSG00000080415	Gm26469	miRNA
ENSMUSG00000062868	Olfr830	protein_coding
ENSMUSG00000077142	Gm22937	snoRNA
ENSMUSG00000074872	Ctxn2	protein_coding
ENSMUSG00000088104	Gm22380	snoRNA
ENSMUSG00000077472	Gm24791	snoRNA
ENSMUSG00000065597	Mir124a-1	miRNA
ENSMUSG00000093358	Mir3063	miRNA
ENSMUSG00000053588	A730061H03Rik	protein_coding
ENSMUSG00000094007	Gm24169	miRNA
ENSMUSG00000065037	Rn7sk	misc_RNA
ENSMUSG00000103285	Gm37274	TEC
ENSMUSG00000030735	Gm9755	protein_coding
ENSMUSG00000088552	Mir1957a	miRNA
ENSMUSG00000084566	Gm26477	misc_RNA
ENSMUSG00000005994	Tyrp1	protein_coding
ENSMUSG00000106279	AC099934.2	miRNA
ENSMUSG00000076312	Mir499	miRNA
ENSMUSG00000088231	Gm25426	snRNA
ENSMUSG00000089233	Gm22202	misc_RNA
ENSMUSG00000020279	Il9r	protein_coding
ENSMUSG00000065803	Gm23040	snRNA
ENSMUSG00000088713	Gm22729	snoRNA
ENSMUSG00000093117	Gm22699	snRNA
ENSMUSG00000099171	mmu-mir-434	miRNA
ENSMUSG00000077473	Gm24790	snoRNA
ENSMUSG00000093912	Mir3470b	miRNA
ENSMUSG00000098572	Gm27443	misc_RNA
ENSMUSG00000093071	Gm25951	miRNA
ENSMUSG00000091003	Gm7244	processed_pseudogene
ENSMUSG00000020015	Cdk17	protein_coding
ENSMUSG00000067847	Romo1	protein_coding
ENSMUSG00000073111	Olfr446	protein_coding
ENSMUSG00000098266	Gm27516	miRNA
ENSMUSG00000104890	mmu-mir-3084-1	miRNA
ENSMUSG00000094815	Gm22615	snoRNA
ENSMUSG00000088851	Gm24728	snoRNA
ENSMUSG00000046805	Mpeg1	protein_coding
ENSMUSG00000076190	Gm23256	miRNA
ENSMUSG00000047657	Crry-ps	processed_pseudogene
ENSMUSG00000096274	Gm24766	miRNA
ENSMUSG00000065685	Gm23732	snRNA
ENSMUSG00000045886	Gm9803	protein_coding
ENSMUSG00000076320	Gm26340	miRNA
ENSMUSG00000032440	Tgfbr2	protein_coding
ENSMUSG00000106239	RP23-172K2.12	processed_pseudogene
ENSMUSG00000044390	Tigd3	protein_coding
ENSMUSG00000092921	Mir344b	miRNA
ENSMUSG00000087240	Gm15976	antisense
ENSMUSG00000099195	AC152063.26	misc_RNA
ENSMUSG00000067085	Gm10197	protein_coding
ENSMUSG00000065415	Mir217	miRNA
ENSMUSG00000099168	Gm27717	misc_RNA
ENSMUSG00000105724	AL928681.1	miRNA
ENSMUSG00000084476	Gm25781	snRNA
ENSMUSG00000002930	Ppp1r17	protein_coding
ENSMUSG00000085779	Atcayos	antisense
ENSMUSG00000088817	Gm22386	snoRNA
ENSMUSG00000056219	Gm5423	protein_coding
ENSMUSG00000038233	Fam198a	protein_coding
ENSMUSG00000088779	Gm26034	snRNA
ENSMUSG00000038132	Rbm24	protein_coding
ENSMUSG00000087890	Gm24868	snoRNA
ENSMUSG00000056089	Gm5468	protein_coding
ENSMUSG00000095678	Gm25101	snRNA
ENSMUSG00000089468	Gm27649	snRNA
ENSMUSG00000031233	Pgk2	protein_coding
ENSMUSG00000070150	n-R5s152	rRNA
ENSMUSG00000039943	Plcb4	protein_coding
ENSMUSG00000098476	Gm27852	miRNA
ENSMUSG00000080562	Gm26043	miRNA
ENSMUSG00000096357	Gm25709	snRNA
ENSMUSG00000087850	Gm22792	snoRNA
ENSMUSG00000077804	Gm24403	snoRNA
ENSMUSG00000074346	Kcnd3os	antisense
ENSMUSG00000024479	Mal2	protein_coding
ENSMUSG00000089293	Gm23210	snRNA
ENSMUSG00000089480	Gm24739	misc_RNA
ENSMUSG00000077713	Gm25728	snRNA
ENSMUSG00000089131	Gm24769	snoRNA
ENSMUSG00000099131	Mir7074	miRNA
ENSMUSG00000096684	Gm25989	snoRNA
ENSMUSG00000094245	Gm23966	snRNA
ENSMUSG00000089405	Gm24876	rRNA
ENSMUSG00000046321	Hs3st2	protein_coding
ENSMUSG00000024131	Slc3a1	protein_coding
ENSMUSG00000029563	Foxp2	protein_coding
ENSMUSG00000106302	mmu-mir-6902	miRNA
ENSMUSG00000071040	Gm9386	processed_pseudogene
ENSMUSG00000064958	Gm24921	snRNA
ENSMUSG00000094831	Gm25474	snoRNA
ENSMUSG00000077558	Gm23705	snoRNA
ENSMUSG00000097156	Gm3764	lincRNA
ENSMUSG00000077334	Gm23013	snRNA
ENSMUSG00000098399	Gm27995	snRNA
ENSMUSG00000105398	AC157822.2	miRNA
ENSMUSG00000064919	Gm22572	snRNA
ENSMUSG00000053121	Gm5129	protein_coding
ENSMUSG00000088625	Gm23318	snRNA
ENSMUSG00000088223	Gm22600	misc_RNA
ENSMUSG00000105292	AC154102.1	miRNA
ENSMUSG00000065716	Gm25651	snoRNA
ENSMUSG00000098887	Mir6413	miRNA
ENSMUSG00000057193	Slc44a2	protein_coding
ENSMUSG00000070511	Gm10295	protein_coding
ENSMUSG00000089158	Gm23583	misc_RNA
ENSMUSG00000098402	Gm27409	miRNA
ENSMUSG00000047368	Abhd17b	protein_coding
ENSMUSG00000092071	A230065N10Rik	protein_coding
ENSMUSG00000093270	Mir5134	miRNA
ENSMUSG00000065431	Mir186	miRNA
ENSMUSG00000093998	Gm26500	snRNA
ENSMUSG00000064472	Gm23407	snRNA
ENSMUSG00000077015	Gm22190	miRNA
ENSMUSG00000089106	Gm23116	snRNA
ENSMUSG00000020405	Fabp6	protein_coding
ENSMUSG00000095825	Gm25448	snRNA
ENSMUSG00000093042	Mir3109	miRNA
ENSMUSG00000088954	Gm24943	ribozyme
ENSMUSG00000094989	Rpl9-ps4	processed_pseudogene
ENSMUSG00000093041	Gm26455	miRNA
ENSMUSG00000076041	Mir20b	miRNA
ENSMUSG00000076218	Mir692-1	miRNA
ENSMUSG00000098700	Gm27525	miRNA
ENSMUSG00000062083	Rpl13a-ps1	protein_coding
ENSMUSG00000084603	Gm22204	misc_RNA
ENSMUSG00000098636	Gm27742	miRNA
ENSMUSG00000084587	n-R5s174	rRNA
ENSMUSG00000074553	Eif1-ps1	processed_pseudogene
ENSMUSG00000096776	Vmn1r186	protein_coding
ENSMUSG00000093176	Mir5119	miRNA
ENSMUSG00000076371	Gm22368	miRNA
ENSMUSG00000064928	Gm22045	snRNA
ENSMUSG00000091347	Gm10772	protein_coding
ENSMUSG00000059410	Tas2r125	protein_coding
ENSMUSG00000064682	Gm25813	snRNA
ENSMUSG00000084704	n-R5s216	rRNA
ENSMUSG00000088999	Gm22763	snoRNA
ENSMUSG00000093249	Gm24576	misc_RNA
ENSMUSG00000089444	Gm22531	snoRNA
ENSMUSG00000105874	AL606464.1	miRNA
ENSMUSG00000088112	Gm24065	misc_RNA
ENSMUSG00000088204	Gm23391	miRNA
ENSMUSG00000077604	Snord1b	snoRNA
ENSMUSG00000094810	Olfr907	protein_coding
ENSMUSG00000096305	Gm23047	snoRNA
ENSMUSG00000066242	Olfr467	protein_coding
ENSMUSG00000028873	Cdca8	protein_coding
ENSMUSG00000098545	mmu-mir-1188	miRNA
ENSMUSG00000094955	Gm3699	processed_pseudogene
ENSMUSG00000064617	n-R5s176	rRNA
ENSMUSG00000088631	Gm22311	rRNA
ENSMUSG00000073563	Csnk1g3	protein_coding
ENSMUSG00000094977	Gm25256	snRNA
ENSMUSG00000088894	Gm22520	snoRNA
ENSMUSG00000076145	Mir679	miRNA
ENSMUSG00000087715	Gm25826	snoRNA
ENSMUSG00000077706	n-R5s72	rRNA
ENSMUSG00000105118	mmu-mir-3084-1	miRNA
ENSMUSG00000094548	Gm25221	snoRNA
ENSMUSG00000106021	AC157511.1	miRNA
ENSMUSG00000093172	Mir3112	miRNA
ENSMUSG00000106075	RP23-235E15.7	processed_pseudogene
ENSMUSG00000077430	Gm22592	snoRNA
ENSMUSG00000081289	Gm14857	processed_pseudogene
ENSMUSG00000064768	Snord60	snoRNA
ENSMUSG00000088193	Gm23905	rRNA
ENSMUSG00000043859	1700049L16Rik	processed_pseudogene
ENSMUSG00000096098	Mir713	miRNA
ENSMUSG00000088823	Gm25226	snoRNA
ENSMUSG00000096441	Gm26140	miRNA
ENSMUSG00000049112	Oxtr	protein_coding
ENSMUSG00000098663	Mir6958	miRNA
ENSMUSG00000089078	Gm24502	snRNA
ENSMUSG00000105778	mmu-mir-7229	miRNA
ENSMUSG00000076333	Mir599	miRNA
ENSMUSG00000088555	Gm22098	snRNA
ENSMUSG00000093164	Gm22993	misc_RNA
ENSMUSG00000029161	Cgref1	protein_coding
ENSMUSG00000080716	Gm13503	processed_pseudogene
ENSMUSG00000077379	Gm25170	snoRNA
ENSMUSG00000095636	Gm22950	snRNA
ENSMUSG00000094366	Gm23730	snRNA
ENSMUSG00000088383	Gm24687	ribozyme
ENSMUSG00000096114	Gm26272	snoRNA
ENSMUSG00000098780	Mir6390	miRNA
ENSMUSG00000105161	RP23-393E10.2	lincRNA
ENSMUSG00000009640	Dmap1	protein_coding
ENSMUSG00000092685	Gm26241	miRNA
ENSMUSG00000087717	Gm25824	snoRNA
ENSMUSG00000093875	Gm24538	snRNA
ENSMUSG00000065577	Mir329	miRNA
ENSMUSG00000040540	Gm9770	pseudogene
ENSMUSG00000095349	Gm26097	snoRNA
ENSMUSG00000032324	Tspan3	protein_coding
ENSMUSG00000092885	Gm22123	miRNA
ENSMUSG00000093269	Mir5124a	miRNA
ENSMUSG00000088442	Gm23553	misc_RNA
ENSMUSG00000084653	Gm26091	snRNA
ENSMUSG00000077528	Gm25376	snoRNA
ENSMUSG00000047036	Zfp445	protein_coding
ENSMUSG00000034833	Tespa1	protein_coding
ENSMUSG00000096685	Gm3642	protein_coding
ENSMUSG00000065560	Mir148b	miRNA
ENSMUSG00000095536	Gm25285	miRNA
ENSMUSG00000094513	Gm24566	snoRNA
ENSMUSG00000065770	Gm22155	snRNA
ENSMUSG00000089265	Gm22888	snoRNA
ENSMUSG00000104589	AC136903.1	miRNA
ENSMUSG00000078126	Rpl23a-ps3	protein_coding
ENSMUSG00000065392	Gm25894	snoRNA
ENSMUSG00000095539	Gm25287	miRNA
ENSMUSG00000088246	Gm25911	miRNA
ENSMUSG00000089164	Gm24131	snRNA
ENSMUSG00000096677	Gm24518	snoRNA
ENSMUSG00000059366	Olfr959	protein_coding
ENSMUSG00000021496	Pcbd2	protein_coding
ENSMUSG00000019804	Snx3	protein_coding
ENSMUSG00000076127	Mir718	miRNA
ENSMUSG00000098458	Mir6971	miRNA
ENSMUSG00000080530	Gm25540	miRNA
ENSMUSG00000094938	Gm23092	snRNA
ENSMUSG00000076051	Mir707	miRNA
ENSMUSG00000088064	Gm24478	snRNA
ENSMUSG00000065394	Mir25	miRNA
ENSMUSG00000065825	Gm26314	snRNA
ENSMUSG00000038022	Fam188b	protein_coding
ENSMUSG00000098913	mmu-mir-3071	miRNA
ENSMUSG00000068184	Ndufaf2	protein_coding
ENSMUSG00000095020	Gm24020	miRNA
ENSMUSG00000076241	Mir543	miRNA
ENSMUSG00000064758	Gm26331	snRNA
ENSMUSG00000064670	Gm22808	snRNA
ENSMUSG00000065663	Gm22579	snoRNA
ENSMUSG00000088656	Gm24848	snRNA
ENSMUSG00000092652	Mir3104	miRNA
ENSMUSG00000077181	Gm25093	snoRNA
ENSMUSG00000094587	Gm26366	snoRNA
ENSMUSG00000095374	Gm22110	snoRNA
ENSMUSG00000088784	Gm25370	snoRNA
ENSMUSG00000065764	Gm23850	snRNA
ENSMUSG00000032604	Qars	protein_coding
ENSMUSG00000100648	Gm28659	processed_pseudogene
ENSMUSG00000094184	Mir743b	miRNA
ENSMUSG00000093965	Gm24370	miRNA
ENSMUSG00000102120	Gm28630	unprocessed_pseudogene
ENSMUSG00000095037	Gm22347	snoRNA
ENSMUSG00000096335	n-R5s108	rRNA
ENSMUSG00000098469	Gm27170	unprocessed_pseudogene
ENSMUSG00000101105	Gm21755	unprocessed_pseudogene
ENSMUSG00000095796	Gm26297	snoRNA
ENSMUSG00000105497	mmu-mir-191	miRNA
ENSMUSG00000088036	Gm24993	miRNA
ENSMUSG00000098478	Gm27851	snRNA
ENSMUSG00000065802	Gm23041	snRNA
ENSMUSG00000101636	4930579H20Rik	antisense
ENSMUSG00000065466	n-R5s89	rRNA
ENSMUSG00000065916	Gm24446	snRNA
ENSMUSG00000091754	Gm3636	protein_coding
ENSMUSG00000095667	Olfr854	protein_coding
ENSMUSG00000089458	Gm24221	snoRNA
ENSMUSG00000087808	Gm23435	snRNA
ENSMUSG00000031765	Mt1	protein_coding
ENSMUSG00000098765	Mir7685	miRNA
ENSMUSG00000095350	Gm23284	rRNA
ENSMUSG00000088526	Gm26087	snRNA
ENSMUSG00000104337	Gm38280	processed_pseudogene
ENSMUSG00000089539	Gm25160	snRNA
ENSMUSG00000089438	Gm23194	snRNA
ENSMUSG00000096359	Gm25710	snoRNA
ENSMUSG00000099193	Gm27374	miRNA
ENSMUSG00000092753	Gm26400	rRNA
ENSMUSG00000106605	AC126445.1	miRNA
ENSMUSG00000065232	Gm22973	snRNA
ENSMUSG00000088030	Gm24991	rRNA
ENSMUSG00000064685	Gm25812	snRNA
ENSMUSG00000077767	Snora35	snoRNA
ENSMUSG00000098286	Mir8091	miRNA
ENSMUSG00000089391	Gm23020	misc_RNA
ENSMUSG00000084519	Gm22478	snoRNA
ENSMUSG00000049229	Olfr844	protein_coding
ENSMUSG00000092879	Gm22650	miRNA
ENSMUSG00000102298	Gm33707	processed_pseudogene
ENSMUSG00000098494	Gm27690	miRNA
ENSMUSG00000071147	Tas2r140	protein_coding
ENSMUSG00000095233	Gm26378	snRNA
ENSMUSG00000088152	Gm25572	snRNA
ENSMUSG00000088512	Gm24467	snoRNA
ENSMUSG00000089508	Gm23473	rRNA
ENSMUSG00000064672	Gm22806	snoRNA
ENSMUSG00000064948	Gm23241	snRNA
ENSMUSG00000088313	Gm26182	snoRNA
ENSMUSG00000047714	Ppp1r2	protein_coding
ENSMUSG00000096281	Gm22255	snoRNA
ENSMUSG00000026827	Gpd2	protein_coding
ENSMUSG00000098916	Gm27749	miRNA
ENSMUSG00000065427	Mir429	miRNA
ENSMUSG00000065543	Mir330	miRNA
ENSMUSG00000084505	Gm25322	snRNA
ENSMUSG00000096117	Gm26271	snRNA
ENSMUSG00000065235	Gm22974	snRNA
ENSMUSG00000088320	Gm25665	snoRNA
ENSMUSG00000099260	Mir6954	miRNA
ENSMUSG00000088417	Gm24238	rRNA
ENSMUSG00000094422	Olfr205	protein_coding
ENSMUSG00000065005	n-R5s79	rRNA
ENSMUSG00000077261	Gm24431	snoRNA
ENSMUSG00000041747	Utp15	protein_coding
ENSMUSG00000021977	1700129C05Rik	protein_coding
ENSMUSG00000087999	Gm25060	snRNA
ENSMUSG00000104193	mmu-mir-1906-1	miRNA
ENSMUSG00000034032	Rpap1	protein_coding
ENSMUSG00000098740	Gm27475	miRNA
ENSMUSG00000046687	Gm5424	protein_coding
ENSMUSG00000022982	Sod1	protein_coding
ENSMUSG00000029817	Tra2a	protein_coding
ENSMUSG00000099114	Gm27405	miRNA
ENSMUSG00000098401	Mir6377	miRNA
ENSMUSG00000064759	Gm25475	snRNA
