"","ensembl_gene_id","external_gene_name","gene_biotype"
"9453","ENSG00000277442","NCR1","protein_coding"
"22370","ENSG00000096264","NCR2","protein_coding"
"32020","ENSG00000236315","NCR3","protein_coding"
"32196","ENSG00000188211","NCR3LG1","protein_coding"
"NA.10116",NA,NA,NA
"NA.10117",NA,NA,NA
"NA.10118",NA,NA,NA
"73309","ENSG00000107130","NCS1","protein_coding"
"80756","ENSG00000162736","NCSTN","protein_coding"
"1734","ENSG00000219592","NCSTNP1","processed_pseudogene"
"84182","ENSG00000058804","NDC1","protein_coding"
"14620","ENSG00000080986","NDC80","protein_coding"
"10324","ENSG00000275911","NDE1","protein_coding"
"3010","ENSG00000271337","NDE1P2","processed_pseudogene"
"83769","ENSG00000166579","NDEL1","protein_coding"
"74326","ENSG00000131507","NDFIP1","protein_coding"
"27989","ENSG00000255892","NDFIP1P1","processed_pseudogene"
"3742","ENSG00000102471","NDFIP2","protein_coding"
"7380","ENSG00000232132","NDFIP2-AS1","lncRNA"
"2017","ENSG00000288364","NDN","protein_coding"
"81952","ENSG00000173376","NDNF","protein_coding"
"NA.10119",NA,NA,NA
"62887","ENSG00000188566","NDOR1","protein_coding"
"29711","ENSG00000124479","NDP","protein_coding"
"8866","ENSG00000236276","NDP-AS1","lncRNA"
"14298","ENSG00000104419","NDRG1","protein_coding"
"72935","ENSG00000165795","NDRG2","protein_coding"
"68288","ENSG00000101079","NDRG3","protein_coding"
"83484","ENSG00000103034","NDRG4","protein_coding"
"82786","ENSG00000070614","NDST1","protein_coding"
"68667","ENSG00000166507","NDST2","protein_coding"
"48912","ENSG00000164100","NDST3","protein_coding"
"17347","ENSG00000138653","NDST4","protein_coding"
"44154","ENSG00000125356","NDUFA1","protein_coding"
"85732","ENSG00000130414","NDUFA10","protein_coding"
"14560","ENSG00000292058","NDUFA11","protein_coding"
"69650","ENSG00000184752","NDUFA12","protein_coding"
"3430","ENSG00000225999","NDUFA12P1","processed_pseudogene"
"75802","ENSG00000186010","NDUFA13","protein_coding"
"20375","ENSG00000131495","NDUFA2","protein_coding"
"13263","ENSG00000276220","NDUFA3","protein_coding"
"35472","ENSG00000267590","NDUFA3P1","processed_pseudogene"
"40884","ENSG00000254856","NDUFA3P2","processed_pseudogene"
"54511","ENSG00000213032","NDUFA3P3","processed_pseudogene"
"20130","ENSG00000259262","NDUFA3P4","processed_pseudogene"
"61816","ENSG00000262366","NDUFA3P6","processed_pseudogene"
"78816","ENSG00000189043","NDUFA4","protein_coding"
"68144","ENSG00000185633","NDUFA4L2","protein_coding"
"28839","ENSG00000236691","NDUFA4P2","processed_pseudogene"
"80625","ENSG00000128609","NDUFA5","protein_coding"
"27541","ENSG00000232390","NDUFA5P1","processed_pseudogene"
"77378","ENSG00000224927","NDUFA5P10","transcribed_processed_pseudogene"
"66311","ENSG00000259918","NDUFA5P11","processed_pseudogene"
"11856","ENSG00000248531","NDUFA5P12","unprocessed_pseudogene"
"12945","ENSG00000253454","NDUFA5P2","processed_pseudogene"
"20823","ENSG00000234853","NDUFA5P3","processed_pseudogene"
"16013","ENSG00000233659","NDUFA5P4","processed_pseudogene"
"28719","ENSG00000242365","NDUFA5P5","processed_pseudogene"
"54662","ENSG00000256310","NDUFA5P6","processed_pseudogene"
"9126","ENSG00000234039","NDUFA5P7","processed_pseudogene"
"27537","ENSG00000236987","NDUFA5P8","processed_pseudogene"
"17964","ENSG00000220831","NDUFA5P9","processed_pseudogene"
"18262","ENSG00000272765","NDUFA6","protein_coding"
"NA.10120",NA,NA,NA
"70530","ENSG00000267855","NDUFA7","protein_coding"
"65099","ENSG00000119421","NDUFA8","protein_coding"
"79791","ENSG00000139180","NDUFA9","protein_coding"
"9410","ENSG00000237406","NDUFA9P1","processed_pseudogene"
"75630","ENSG00000004779","NDUFAB1","protein_coding"
"77771","ENSG00000137806","NDUFAF1","protein_coding"
"61210","ENSG00000164182","NDUFAF2","protein_coding"
"66302","ENSG00000178057","NDUFAF3","protein_coding"
"70597","ENSG00000123545","NDUFAF4","protein_coding"
"11797","ENSG00000259467","NDUFAF4P1","processed_pseudogene"
"67352","ENSG00000213483","NDUFAF4P2","processed_pseudogene"
"740","ENSG00000291491","NDUFAF4P3","processed_pseudogene"
"47178","ENSG00000231378","NDUFAF4P4","processed_pseudogene"
"60985","ENSG00000101247","NDUFAF5","protein_coding"
"64430","ENSG00000156170","NDUFAF6","protein_coding"
"84669","ENSG00000003509","NDUFAF7","protein_coding"
"77841","ENSG00000183648","NDUFB1","protein_coding"
"5222","ENSG00000291930","NDUFB10","protein_coding"
"38308","ENSG00000147123","NDUFB11","protein_coding"
"2737","ENSG00000283114","NDUFB11P1","processed_pseudogene"
"38247","ENSG00000231884","NDUFB1P1","processed_pseudogene"
"50035","ENSG00000234523","NDUFB1P2","processed_pseudogene"
"81441","ENSG00000090266","NDUFB2","protein_coding"
"70047","ENSG00000240889","NDUFB2-AS1","lncRNA"
"84747","ENSG00000119013","NDUFB3","protein_coding"
"70971","ENSG00000065518","NDUFB4","protein_coding"
"30699","ENSG00000242510","NDUFB4P1","processed_pseudogene"
"32678","ENSG00000251306","NDUFB4P2","processed_pseudogene"
"80879","ENSG00000136521","NDUFB5","protein_coding"
"60323","ENSG00000165264","NDUFB6","protein_coding"
"69272","ENSG00000099795","NDUFB7","protein_coding"
"67606","ENSG00000166136","NDUFB8","protein_coding"
"23486","ENSG00000258972","NDUFB8P1","processed_pseudogene"
"76597","ENSG00000270264","NDUFB8P2","processed_pseudogene"
"59834","ENSG00000147684","NDUFB9","protein_coding"
"81906","ENSG00000109390","NDUFC1","protein_coding"
"64843","ENSG00000151366","NDUFC2","protein_coding"
"31061","ENSG00000259112","NDUFC2-KCTD14","protein_coding"
"21618","ENSG00000283447","NDUFS1","protein_coding"
"85917","ENSG00000158864","NDUFS2","protein_coding"
"84225","ENSG00000213619","NDUFS3","protein_coding"
"68668","ENSG00000164258","NDUFS4","protein_coding"
"81988","ENSG00000168653","NDUFS5","protein_coding"
"19627","ENSG00000218424","NDUFS5P1","processed_pseudogene"
"77173","ENSG00000234226","NDUFS5P2","transcribed_processed_pseudogene"
"43156","ENSG00000233664","NDUFS5P3","processed_pseudogene"
"45493","ENSG00000251437","NDUFS5P4","transcribed_processed_pseudogene"
"17154","ENSG00000230671","NDUFS5P5","processed_pseudogene"
"12776","ENSG00000255531","NDUFS5P6","processed_pseudogene"
"68934","ENSG00000145494","NDUFS6","protein_coding"
"70345","ENSG00000115286","NDUFS7","protein_coding"
"80548","ENSG00000110717","NDUFS8","protein_coding"
"84523","ENSG00000167792","NDUFV1","protein_coding"
"51515","ENSG00000178127","NDUFV2","protein_coding"
"8943","ENSG00000266053","NDUFV2-AS1","lncRNA"
"27451","ENSG00000267809","NDUFV2P1","processed_pseudogene"
"13535","ENSG00000160194","NDUFV3","protein_coding"
"58306","ENSG00000245532","NEAT1","lncRNA"
"NA.10121",NA,NA,NA
"NA.10122",NA,NA,NA
"NA.10123",NA,NA,NA
"48665","ENSG00000183091","NEB","protein_coding"
"82802","ENSG00000078114","NEBL","protein_coding"
"36317","ENSG00000231920","NEBL-AS1","lncRNA"
"49338","ENSG00000123119","NECAB1","protein_coding"
"79121","ENSG00000103154","NECAB2","protein_coding"
"23321","ENSG00000125967","NECAB3","protein_coding"
"39021","ENSG00000089818","NECAP1","protein_coding"
"64644","ENSG00000178503","NECAP1P1","processed_pseudogene"
"40001","ENSG00000234632","NECAP1P2","processed_pseudogene"
"407","ENSG00000291380","NECAP2","protein_coding"
"84728","ENSG00000139350","NEDD1","protein_coding"
"79288","ENSG00000069869","NEDD4","protein_coding"
"16078","ENSG00000049759","NEDD4L","protein_coding"
"1379","ENSG00000285246","NEDD8","protein_coding"
"1378","ENSG00000285425","NEDD8-MDP1","protein_coding"
"81351","ENSG00000111859","NEDD9","protein_coding"
"8755","ENSG00000100285","NEFH","protein_coding"
"44088","ENSG00000223489","NEFHP1","processed_pseudogene"
"56237","ENSG00000277586","NEFL","protein_coding"
"802","ENSG00000232634","NEFLP1","processed_pseudogene"
"12003","ENSG00000104722","NEFM","protein_coding"
"18388","ENSG00000224697","NEFMP1","processed_pseudogene"
"43219","ENSG00000172260","NEGR1","protein_coding"
"43191","ENSG00000228853","NEGR1-IT1","lncRNA"
"79385","ENSG00000140398","NEIL1","protein_coding"
"4561","ENSG00000292286","NEIL2","protein_coding"
"64185","ENSG00000109674","NEIL3","protein_coding"
"63934","ENSG00000137601","NEK1","protein_coding"
"79619","ENSG00000163491","NEK10","protein_coding"
"85556","ENSG00000114670","NEK11","protein_coding"
"80520","ENSG00000117650","NEK2","protein_coding"
"11254","ENSG00000231565","NEK2P2","processed_pseudogene"
"70165","ENSG00000230450","NEK2P4","transcribed_processed_pseudogene"
"46324","ENSG00000136098","NEK3","protein_coding"
"79218","ENSG00000114904","NEK4","protein_coding"
"1637","ENSG00000225735","NEK4P1","processed_pseudogene"
"65794","ENSG00000264359","NEK4P2","processed_pseudogene"
"15299","ENSG00000270754","NEK4P3","processed_pseudogene"
"52132","ENSG00000197168","NEK5","protein_coding"
"82517","ENSG00000119408","NEK6","protein_coding"
"85996","ENSG00000151414","NEK7","protein_coding"
"85559","ENSG00000160602","NEK8","protein_coding"
"65996","ENSG00000119638","NEK9","protein_coding"
"82917","ENSG00000185049","NELFA","protein_coding"
"16847","ENSG00000188986","NELFB","protein_coding"
"70525","ENSG00000101158","NELFCD","protein_coding"
"38097","ENSG00000206268","NELFE","protein_coding"
"84479","ENSG00000165973","NELL1","protein_coding"
"84679","ENSG00000184613","NELL2","protein_coding"
"65647","ENSG00000165525","NEMF","protein_coding"
"73609","ENSG00000166881","NEMP1","protein_coding"
"79367","ENSG00000189362","NEMP2","protein_coding"
"85136","ENSG00000117691","NENF","protein_coding"
"52325","ENSG00000233647","NENFP1","processed_pseudogene"
"25709","ENSG00000258288","NENFP2","processed_pseudogene"
"22844","ENSG00000248462","NENFP3","processed_pseudogene"
"73002","ENSG00000067141","NEO1","protein_coding"
"18169","ENSG00000218233","NEPNP","unitary_pseudogene"
"79579","ENSG00000132688","NES","protein_coding"
"64897","ENSG00000173848","NET1","protein_coding"
"12007","ENSG00000166342","NETO1","protein_coding"
"83622","ENSG00000171208","NETO2","protein_coding"
"32435","ENSG00000228691","NEU1","protein_coding"
"72025","ENSG00000115488","NEU2","protein_coding"
"66801","ENSG00000162139","NEU3","protein_coding"
"20459","ENSG00000277926","NEU4","protein_coding"
"72563","ENSG00000107954","NEURL1","protein_coding"
"39767","ENSG00000235470","NEURL1-AS1","lncRNA"
"56106","ENSG00000214357","NEURL1B","protein_coding"
"7778","ENSG00000124257","NEURL2","protein_coding"
"78084","ENSG00000163121","NEURL3","protein_coding"
"1252","ENSG00000288301","NEURL4","protein_coding"
"47390","ENSG00000162992","NEUROD1","protein_coding"
"84910","ENSG00000171532","NEUROD2","protein_coding"
"34804","ENSG00000123307","NEUROD4","protein_coding"
"62519","ENSG00000164600","NEUROD6","protein_coding"
"29043","ENSG00000181965","NEUROG1","protein_coding"
"24521","ENSG00000178403","NEUROG2","protein_coding"
"63596","ENSG00000122859","NEUROG3","protein_coding"
"85422","ENSG00000162614","NEXN","protein_coding"
"65834","ENSG00000235927","NEXN-AS1","lncRNA"
"77914","ENSG00000196712","NF1","protein_coding"
"45634","ENSG00000270831","NF1P1","transcribed_unprocessed_pseudogene"
"27085","ENSG00000277529","NF1P10","transcribed_unprocessed_pseudogene"
"20371","ENSG00000278184","NF1P11","transcribed_unprocessed_pseudogene"
"23572","ENSG00000258360","NF1P12","unprocessed_pseudogene"
"5334","ENSG00000290539","NF1P2","lncRNA"
"2076","ENSG00000183249","NF1P3","unprocessed_pseudogene"
"20363","ENSG00000258027","NF1P4","transcribed_unprocessed_pseudogene"
"9463","ENSG00000175319","NF1P5","transcribed_processed_pseudogene"
"16058","ENSG00000224435","NF1P6","transcribed_unprocessed_pseudogene"
"24997","ENSG00000278143","NF1P7","unprocessed_pseudogene"
"70169","ENSG00000236956","NF1P8","transcribed_unprocessed_pseudogene"
"5331","ENSG00000281688","NF1P9","transcribed_unprocessed_pseudogene"
"67573","ENSG00000186575","NF2","protein_coding"
"78302","ENSG00000235568","NFAM1","protein_coding"
"84078","ENSG00000163531","NFASC","protein_coding"
"82958","ENSG00000102908","NFAT5","protein_coding"
"4345","ENSG00000131196","NFATC1","protein_coding"
"21366","ENSG00000101096","NFATC2","protein_coding"
"75939","ENSG00000176953","NFATC2IP","protein_coding"
"62540","ENSG00000072736","NFATC3","protein_coding"
"1461","ENSG00000285485","NFATC4","protein_coding"
"77976","ENSG00000123405","NFE2","protein_coding"
"81126","ENSG00000082641","NFE2L1","protein_coding"
"84174","ENSG00000116044","NFE2L2","protein_coding"
"79188","ENSG00000050344","NFE2L3","protein_coding"
"3769","ENSG00000267497","NFE2L3P1","processed_pseudogene"
"69375","ENSG00000230257","NFE4","lncRNA"
"86229","ENSG00000162599","NFIA","protein_coding"
"70680","ENSG00000237853","NFIA-AS1","lncRNA"
"71090","ENSG00000237928","NFIA-AS2","lncRNA"
"80143","ENSG00000147862","NFIB","protein_coding"
"82528","ENSG00000141905","NFIC","protein_coding"
"82112","ENSG00000165030","NFIL3","protein_coding"
"28051","ENSG00000008441","NFIX","protein_coding"
"82853","ENSG00000109320","NFKB1","protein_coding"
"67971","ENSG00000077150","NFKB2","protein_coding"
"80737","ENSG00000100906","NFKBIA","protein_coding"
"5042","ENSG00000282905","NFKBIB","protein_coding"
"39620","ENSG00000167604","NFKBID","protein_coding"
"63487","ENSG00000146232","NFKBIE","protein_coding"
"32839","ENSG00000204498","NFKBIL1","protein_coding"
"48589","ENSG00000144802","NFKBIZ","protein_coding"
"81016","ENSG00000170322","NFRKB","protein_coding"
"77587","ENSG00000244005","NFS1","protein_coding"
"79645","ENSG00000169599","NFU1","protein_coding"
"42158","ENSG00000230757","NFU1P1","processed_pseudogene"
"69811","ENSG00000233557","NFU1P2","processed_pseudogene"
"63192","ENSG00000086102","NFX1","protein_coding"
"61691","ENSG00000170448","NFXL1","protein_coding"
"81288","ENSG00000001167","NFYA","protein_coding"
"3610","ENSG00000237849","NFYAP1","processed_pseudogene"
"84764","ENSG00000120837","NFYB","protein_coding"
"84722","ENSG00000066136","NFYC","protein_coding"
"77947","ENSG00000272145","NFYC-AS1","lncRNA"
"21695","ENSG00000165553","NGB","protein_coding"
"79461","ENSG00000129460","NGDN","protein_coding"
"85863","ENSG00000066248","NGEF","protein_coding"
"86312","ENSG00000134259","NGF","protein_coding"
"73199","ENSG00000064300","NGFR","protein_coding"
"NA.10124",NA,NA,NA
"78230","ENSG00000151092","NGLY1","protein_coding"
"80501","ENSG00000182768","NGRN","protein_coding"
"23268","ENSG00000225391","NHEG1","lncRNA"
"81018","ENSG00000187736","NHEJ1","protein_coding"
"63537","ENSG00000171786","NHLH1","protein_coding"
"82640","ENSG00000177551","NHLH2","protein_coding"
"17569","ENSG00000187566","NHLRC1","protein_coding"
"60536","ENSG00000196865","NHLRC2","protein_coding"
"2498","ENSG00000188811","NHLRC3","protein_coding"
"60715","ENSG00000257108","NHLRC4","protein_coding"
"70849","ENSG00000145912","NHP2","protein_coding"
"15630","ENSG00000105988","NHP2P1","processed_pseudogene"
"62213","ENSG00000213786","NHP2P2","processed_pseudogene"
"13561","ENSG00000188158","NHS","protein_coding"
"10679","ENSG00000230020","NHS-AS1","lncRNA"
"58554","ENSG00000135540","NHSL1","protein_coding"
"20476","ENSG00000204131","NHSL2","protein_coding"
"66246","ENSG00000145029","NICN1","protein_coding"
"85722","ENSG00000116962","NID1","protein_coding"
"22823","ENSG00000087303","NID2","protein_coding"
"84261","ENSG00000196290","NIF3L1","protein_coding"
"78297","ENSG00000155438","NIFK","protein_coding"
"66794","ENSG00000236859","NIFK-AS1","lncRNA"
"17616","ENSG00000214434","NIFKP1","processed_pseudogene"
"51967","ENSG00000251122","NIFKP2","transcribed_processed_pseudogene"
"56200","ENSG00000256331","NIFKP3","transcribed_processed_pseudogene"
"45590","ENSG00000261205","NIFKP4","transcribed_processed_pseudogene"
"27603","ENSG00000268144","NIFKP6","processed_pseudogene"
"45498","ENSG00000251590","NIFKP7","unprocessed_pseudogene"
"45459","ENSG00000259449","NIFKP8","transcribed_processed_pseudogene"
"55532","ENSG00000237630","NIFKP9","processed_pseudogene"
"76535","ENSG00000177453","NIM1K","protein_coding"
"81262","ENSG00000100503","NIN","protein_coding"
"73969","ENSG00000131669","NINJ1","protein_coding"
"60319","ENSG00000171840","NINJ2","protein_coding"
"72253","ENSG00000101004","NINL","protein_coding"
"79348","ENSG00000132603","NIP7","protein_coding"
"16345","ENSG00000232805","NIP7P1","processed_pseudogene"
"48548","ENSG00000213264","NIP7P2","processed_pseudogene"
"20505","ENSG00000218428","NIP7P3","processed_pseudogene"
"1992","ENSG00000288478","NIPA1","protein_coding"
"68845","ENSG00000140157","NIPA2","protein_coding"
"60434","ENSG00000225843","NIPA2P1","processed_pseudogene"
"41899","ENSG00000241022","NIPA2P2","processed_pseudogene"
"20234","ENSG00000254151","NIPA2P4","processed_pseudogene"
"2446","ENSG00000236277","NIPA2P5","processed_pseudogene"
"54545","ENSG00000163293","NIPAL1","protein_coding"
"44985","ENSG00000104361","NIPAL2","protein_coding"
"86294","ENSG00000001461","NIPAL3","protein_coding"
"22682","ENSG00000172548","NIPAL4","protein_coding"
"15813","ENSG00000164190","NIPBL","protein_coding"
"30452","ENSG00000184117","NIPSNAP1","protein_coding"
"63430","ENSG00000136783","NIPSNAP3A","protein_coding"
"50837","ENSG00000165028","NIPSNAP3B","protein_coding"
"68000","ENSG00000010322","NISCH","protein_coding"
"82959","ENSG00000158793","NIT1","protein_coding"
"64998","ENSG00000114021","NIT2","protein_coding"
"85376","ENSG00000084628","NKAIN1","protein_coding"
"44355","ENSG00000242943","NKAIN1P1","processed_pseudogene"
"41462","ENSG00000188580","NKAIN2","protein_coding"
"15591","ENSG00000185942","NKAIN3","protein_coding"
"7049","ENSG00000101198","NKAIN4","protein_coding"
"79269","ENSG00000101882","NKAP","protein_coding"
"29834","ENSG00000189134","NKAPL","protein_coding"
"21150","ENSG00000233382","NKAPP1","transcribed_processed_pseudogene"
"63333","ENSG00000140807","NKD1","protein_coding"
"27430","ENSG00000276920","NKD2","protein_coding"
"53208","ENSG00000105374","NKG7","protein_coding"
"6674","ENSG00000278709","NKILA","lncRNA"
"75668","ENSG00000197885","NKIRAS1","protein_coding"
"83711","ENSG00000168256","NKIRAS2","protein_coding"
"30808","ENSG00000179846","NKPD1","protein_coding"
"27644","ENSG00000186416","NKRF","protein_coding"
"85487","ENSG00000114857","NKTR","protein_coding"
"20752","ENSG00000235608","NKX1-1","protein_coding"
"15980","ENSG00000229544","NKX1-2","protein_coding"
"22285","ENSG00000136352","NKX2-1","protein_coding"
"26628","ENSG00000253563","NKX2-1-AS1","lncRNA"
"13212","ENSG00000125820","NKX2-2","protein_coding"
"13217","ENSG00000258197","NKX2-2-AS1","lncRNA"
"NA.10125",NA,NA,NA
"25304","ENSG00000119919","NKX2-3","protein_coding"
"13187","ENSG00000125816","NKX2-4","protein_coding"
