"","ensembl_gene_id","external_gene_name","gene_biotype"
"15923","ENSG00000227321","MTND4P15","unprocessed_pseudogene"
"49673","ENSG00000241787","MTND4P16","unprocessed_pseudogene"
"29962","ENSG00000242178","MTND4P17","processed_pseudogene"
"15746","ENSG00000228694","MTND4P18","processed_pseudogene"
"24840","ENSG00000230338","MTND4P19","processed_pseudogene"
"73761","ENSG00000248704","MTND4P2","unprocessed_pseudogene"
"19743","ENSG00000233377","MTND4P20","processed_pseudogene"
"40848","ENSG00000231777","MTND4P21","unprocessed_pseudogene"
"53388","ENSG00000232772","MTND4P22","processed_pseudogene"
"45537","ENSG00000225796","MTND4P23","unprocessed_pseudogene"
"9540","ENSG00000232177","MTND4P24","processed_pseudogene"
"34665","ENSG00000226700","MTND4P25","processed_pseudogene"
"35759","ENSG00000234065","MTND4P26","processed_pseudogene"
"73407","ENSG00000230548","MTND4P27","unprocessed_pseudogene"
"37257","ENSG00000233709","MTND4P28","processed_pseudogene"
"44487","ENSG00000249177","MTND4P29","unprocessed_pseudogene"
"58298","ENSG00000225959","MTND4P3","unprocessed_pseudogene"
"49592","ENSG00000227454","MTND4P30","unprocessed_pseudogene"
"9317","ENSG00000235382","MTND4P31","processed_pseudogene"
"12345","ENSG00000226056","MTND4P32","processed_pseudogene"
"60399","ENSG00000225295","MTND4P4","unprocessed_pseudogene"
"60415","ENSG00000227584","MTND4P5","unprocessed_pseudogene"
"59298","ENSG00000224042","MTND4P6","processed_pseudogene"
"26592","ENSG00000253257","MTND4P7","processed_pseudogene"
"18959","ENSG00000248548","MTND4P8","unprocessed_pseudogene"
"16348","ENSG00000250050","MTND4P9","unprocessed_pseudogene"
"5784","ENSG00000227999","MTND5P1","transcribed_processed_pseudogene"
"16039","ENSG00000271687","MTND5P10","processed_pseudogene"
"28982","ENSG00000248923","MTND5P11","processed_pseudogene"
"29633","ENSG00000251544","MTND5P12","processed_pseudogene"
"16767","ENSG00000250169","MTND5P13","processed_pseudogene"
"23042","ENSG00000230225","MTND5P14","unprocessed_pseudogene"
"47001","ENSG00000231888","MTND5P15","processed_pseudogene"
"49688","ENSG00000243658","MTND5P16","unprocessed_pseudogene"
"15720","ENSG00000236626","MTND5P17","processed_pseudogene"
"65150","ENSG00000227860","MTND5P18","processed_pseudogene"
"18647","ENSG00000283014","MTND5P19","processed_pseudogene"
"4326","ENSG00000229622","MTND5P2","processed_pseudogene"
"43931","ENSG00000238256","MTND5P20","processed_pseudogene"
"24301","ENSG00000255123","MTND5P21","processed_pseudogene"
"39010","ENSG00000238046","MTND5P22","processed_pseudogene"
"40843","ENSG00000235080","MTND5P23","unprocessed_pseudogene"
"53385","ENSG00000224852","MTND5P24","processed_pseudogene"
"45534","ENSG00000227348","MTND5P25","unprocessed_pseudogene"
"12349","ENSG00000234886","MTND5P26","processed_pseudogene"
"34759","ENSG00000225045","MTND5P27","processed_pseudogene"
"35888","ENSG00000223549","MTND5P28","processed_pseudogene"
"20620","ENSG00000292117","MTND5P29","unprocessed_pseudogene"
"2701","ENSG00000232447","MTND5P3","processed_pseudogene"
"37304","ENSG00000233039","MTND5P30","processed_pseudogene"
"44492","ENSG00000227841","MTND5P31","unprocessed_pseudogene"
"16763","ENSG00000251212","MTND5P4","processed_pseudogene"
"17056","ENSG00000251149","MTND5P5","processed_pseudogene"
"60400","ENSG00000228440","MTND5P6","unprocessed_pseudogene"
"60416","ENSG00000230531","MTND5P7","unprocessed_pseudogene"
"58960","ENSG00000230999","MTND5P8","unprocessed_pseudogene"
"18820","ENSG00000248748","MTND5P9","unprocessed_pseudogene"
"593","ENSG00000223955","MTND6P1","processed_pseudogene"
"40841","ENSG00000227275","MTND6P10","unprocessed_pseudogene"
"53383","ENSG00000226839","MTND6P11","processed_pseudogene"
"8075","ENSG00000235039","MTND6P12","processed_pseudogene"
"9323","ENSG00000234901","MTND6P13","processed_pseudogene"
"18646","ENSG00000283066","MTND6P14","processed_pseudogene"
"65149","ENSG00000225723","MTND6P15","processed_pseudogene"
"16533","ENSG00000249893","MTND6P16","unprocessed_pseudogene"
"18319","ENSG00000249770","MTND6P17","unprocessed_pseudogene"
"4328","ENSG00000227714","MTND6P18","processed_pseudogene"
"11220","ENSG00000254384","MTND6P19","unprocessed_pseudogene"
"15127","ENSG00000250389","MTND6P2","processed_pseudogene"
"11684","ENSG00000254156","MTND6P20","transcribed_processed_pseudogene"
"2656","ENSG00000223431","MTND6P21","processed_pseudogene"
"29629","ENSG00000254132","MTND6P3","processed_pseudogene"
"28979","ENSG00000249119","MTND6P4","processed_pseudogene"
"23026","ENSG00000227730","MTND6P5","unprocessed_pseudogene"
"49691","ENSG00000240034","MTND6P6","unprocessed_pseudogene"
"34816","ENSG00000224695","MTND6P7","processed_pseudogene"
"20617","ENSG00000292115","MTND6P8","unprocessed_pseudogene"
"36170","ENSG00000233248","MTND6P9","processed_pseudogene"
"27138","ENSG00000168412","MTNR1A","protein_coding"
"30343","ENSG00000134640","MTNR1B","protein_coding"
"83818","ENSG00000135297","MTO1","protein_coding"
"82614","ENSG00000198793","MTOR","protein_coding"
"69463","ENSG00000225602","MTOR-AS1","lncRNA"
"81852","ENSG00000107951","MTPAP","protein_coding"
"76554","ENSG00000105887","MTPN","protein_coding"
"86028","ENSG00000116984","MTR","protein_coding"
"28150","ENSG00000120662","MTRF1","protein_coding"
"73755","ENSG00000112031","MTRF1L","protein_coding"
"40294","ENSG00000256091","MTRF1LP1","processed_pseudogene"
"14095","ENSG00000224110","MTRF1LP2","processed_pseudogene"
"NA.10079",NA,NA,NA
"NA.10080",NA,NA,NA
"NA.10081",NA,NA,NA
"NA.10082",NA,NA,NA
"NA.10083",NA,NA,NA
"NA.10084",NA,NA,NA
"NA.10085",NA,NA,NA
"NA.10086",NA,NA,NA
"NA.10087",NA,NA,NA
"NA.10088",NA,NA,NA
"NA.10089",NA,NA,NA
"NA.10090",NA,NA,NA
"NA.10091",NA,NA,NA
"72358","ENSG00000124275","MTRR","protein_coding"
"50687","ENSG00000170873","MTSS1","protein_coding"
"NA.10092",NA,NA,NA
"21624","ENSG00000138823","MTTP","protein_coding"
"72203","ENSG00000180354","MTURN","protein_coding"
"79942","ENSG00000129422","MTUS1","protein_coding"
"28933","ENSG00000132938","MTUS2","protein_coding"
"2359","ENSG00000179141","MTUS2-AS1","lncRNA"
"2370","ENSG00000236758","MTUS2-AS2","lncRNA"
"55527","ENSG00000173171","MTX1","protein_coding"
"NA.10093",NA,NA,NA
"84749","ENSG00000128654","MTX2","protein_coding"
"51024","ENSG00000177034","MTX3","protein_coding"
"60127","ENSG00000185499","MUC1","protein_coding"
"77463","ENSG00000205277","MUC12","protein_coding"
"66604","ENSG00000173702","MUC13","protein_coding"
"24648","ENSG00000169550","MUC15","protein_coding"
"2164","ENSG00000291738","MUC16","protein_coding"
"62194","ENSG00000169876","MUC17","protein_coding"
"37907","ENSG00000205592","MUC19","protein_coding"
"271","ENSG00000293532","MUC2","protein_coding"
"22537","ENSG00000277753","MUC20","protein_coding"
"22006","ENSG00000204544","MUC21","protein_coding"
"32013","ENSG00000237108","MUC22","lncRNA"
"76281","ENSG00000169894","MUC3A","protein_coding"
"22587","ENSG00000278303","MUC4","protein_coding"
"268","ENSG00000291363","MUC5AC","protein_coding"
"23764","ENSG00000117983","MUC5B","protein_coding"
"4167","ENSG00000277518","MUC6","protein_coding"
"17314","ENSG00000171195","MUC7","protein_coding"
"44885","ENSG00000172551","MUCL1","protein_coding"
"81830","ENSG00000090432","MUL1","protein_coding"
"NA.10094",NA,NA,NA
"NA.10095",NA,NA,NA
"16994","ENSG00000237906","MUPP","transcribed_unprocessed_pseudogene"
"NA.10096",NA,NA,NA
"85330","ENSG00000172732","MUS81","protein_coding"
"20019","ENSG00000030304","MUSK","protein_coding"
"83768","ENSG00000272573","MUSTN1","protein_coding"
"NA.10097",NA,NA,NA
"84498","ENSG00000132781","MUTYH","protein_coding"
"65207","ENSG00000141971","MVB12A","protein_coding"
"69377","ENSG00000196814","MVB12B","protein_coding"
"83345","ENSG00000167508","MVD","protein_coding"
"84456","ENSG00000110921","MVK","protein_coding"
"81499","ENSG00000013364","MVP","protein_coding"
"43142","ENSG00000157601","MX1","protein_coding"
"41584","ENSG00000183486","MX2","protein_coding"
"75877","ENSG00000059728","MXD1","protein_coding"
"66548","ENSG00000213347","MXD3","protein_coding"
"67933","ENSG00000123933","MXD4","protein_coding"
"18771","ENSG00000119950","MXI1","protein_coding"
"13471","ENSG00000101825","MXRA5","protein_coding"
"620","ENSG00000235649","MXRA5Y","unprocessed_pseudogene"
"63886","ENSG00000182534","MXRA7","protein_coding"
"85570","ENSG00000162576","MXRA8","protein_coding"
"82478","ENSG00000179820","MYADM","protein_coding"
"58353","ENSG00000239649","MYADML","transcribed_processed_pseudogene"
"78539","ENSG00000185105","MYADML2","protein_coding"
"65432","ENSG00000118513","MYB","protein_coding"
"24852","ENSG00000236703","MYB-AS1","lncRNA"
"80796","ENSG00000132382","MYBBP1A","protein_coding"
"81795","ENSG00000185697","MYBL1","protein_coding"
"27749","ENSG00000101057","MYBL2","protein_coding"
"85053","ENSG00000196091","MYBPC1","protein_coding"
"83527","ENSG00000086967","MYBPC2","protein_coding"
"35204","ENSG00000134571","MYBPC3","protein_coding"
"86206","ENSG00000133055","MYBPH","protein_coding"
"86279","ENSG00000221986","MYBPHL","protein_coding"
"25513","ENSG00000136997","MYC","protein_coding"
"81589","ENSG00000214114","MYCBP","protein_coding"
"16837","ENSG00000005810","MYCBP2","protein_coding"
"3366","ENSG00000236051","MYCBP2-AS1","lncRNA"
"3371","ENSG00000229521","MYCBP2-AS2","lncRNA"
"79795","ENSG00000136449","MYCBPAP","protein_coding"
"68691","ENSG00000116990","MYCL","protein_coding"
"14024","ENSG00000204053","MYCLP1","processed_pseudogene"
"27776","ENSG00000228004","MYCLP2","processed_pseudogene"
"80128","ENSG00000134323","MYCN","protein_coding"
"67884","ENSG00000233718","MYCNOS","lncRNA"
"67874","ENSG00000223850","MYCNUT","lncRNA"
"29796","ENSG00000120279","MYCT1","protein_coding"
"85374","ENSG00000172936","MYD88","protein_coding"
"60301","ENSG00000074842","MYDGF","protein_coding"
"30302","ENSG00000104177","MYEF2","protein_coding"
"82925","ENSG00000172927","MYEOV","protein_coding"
"NA.10098",NA,NA,NA
"25672","ENSG00000111049","MYF5","protein_coding"
"83386","ENSG00000111046","MYF6","protein_coding"
"84618","ENSG00000109061","MYH1","protein_coding"
"84063","ENSG00000133026","MYH10","protein_coding"
"10760","ENSG00000276480","MYH11","protein_coding"
"60140","ENSG00000006788","MYH13","protein_coding"
"77447","ENSG00000105357","MYH14","protein_coding"
"41242","ENSG00000144821","MYH15","protein_coding"
"74972","ENSG00000293560","MYH16","protein_coding"
"85270","ENSG00000125414","MYH2","protein_coding"
"84913","ENSG00000109063","MYH3","protein_coding"
"60248","ENSG00000264424","MYH4","protein_coding"
"81857","ENSG00000197616","MYH6","protein_coding"
"81391","ENSG00000092054","MYH7","protein_coding"
"79072","ENSG00000078814","MYH7B","protein_coding"
"60206","ENSG00000133020","MYH8","protein_coding"
"61790","ENSG00000100345","MYH9","protein_coding"
"75860","ENSG00000272975","MYHAS","lncRNA"
"85301","ENSG00000168530","MYL1","protein_coding"
"66006","ENSG00000106436","MYL10","protein_coding"
"58307","ENSG00000101608","MYL12A","protein_coding"
"12433","ENSG00000254387","MYL12AP1","processed_pseudogene"
"59367","ENSG00000118680","MYL12B","protein_coding"
"24257","ENSG00000260490","MYL12BP1","processed_pseudogene"
"18472","ENSG00000227765","MYL12BP2","processed_pseudogene"
"84609","ENSG00000111245","MYL2","protein_coding"
"84034","ENSG00000160808","MYL3","protein_coding"
"83954","ENSG00000198336","MYL4","protein_coding"
"82748","ENSG00000215375","MYL5","protein_coding"
"83417","ENSG00000092841","MYL6","protein_coding"
"79938","ENSG00000196465","MYL6B","protein_coding"
"73232","ENSG00000228380","MYL6BP1","processed_pseudogene"
"1986","ENSG00000226543","MYL6P1","processed_pseudogene"
"2091","ENSG00000235808","MYL6P2","processed_pseudogene"
"15257","ENSG00000227173","MYL6P3","processed_pseudogene"
"58119","ENSG00000240677","MYL6P4","processed_pseudogene"
"8066","ENSG00000275193","MYL6P5","processed_pseudogene"
"82353","ENSG00000106631","MYL7","protein_coding"
"NA.10099",NA,NA,NA
"52943","ENSG00000101335","MYL9","protein_coding"
"44413","ENSG00000007944","MYLIP","protein_coding"
"85509","ENSG00000065534","MYLK","protein_coding"
"61505","ENSG00000239523","MYLK-AS1","lncRNA"
"NA.10100",NA,NA,NA
"77214","ENSG00000101306","MYLK2","protein_coding"
"84775","ENSG00000140795","MYLK3","protein_coding"
"75725","ENSG00000145949","MYLK4","protein_coding"
"41907","ENSG00000228868","MYLKP1","unprocessed_pseudogene"
"NA.10101",NA,NA,NA
"75459","ENSG00000085274","MYNN","protein_coding"
"14619","ENSG00000145555","MYO10","protein_coding"
"76671","ENSG00000091536","MYO15A","protein_coding"
"72193","ENSG00000266714","MYO15B","protein_coding"
"2758","ENSG00000041515","MYO16","protein_coding"
"4480","ENSG00000236242","MYO16-AS1","lncRNA"
"4478","ENSG00000229938","MYO16-AS2","lncRNA"
"83876","ENSG00000196535","MYO18A","protein_coding"
"7630","ENSG00000133454","MYO18B","protein_coding"
"10225","ENSG00000278372","MYO19","protein_coding"
"84572","ENSG00000166866","MYO1A","protein_coding"
"85042","ENSG00000128641","MYO1B","protein_coding"
"85527","ENSG00000197879","MYO1C","protein_coding"
"79406","ENSG00000176658","MYO1D","protein_coding"
"62885","ENSG00000157483","MYO1E","protein_coding"
"80581","ENSG00000142347","MYO1F","protein_coding"
"81212","ENSG00000136286","MYO1G","protein_coding"
"40562","ENSG00000174527","MYO1H","protein_coding"
"60337","ENSG00000095777","MYO3A","protein_coding"
"41591","ENSG00000071909","MYO3B","protein_coding"
"21532","ENSG00000197535","MYO5A","protein_coding"
"11232","ENSG00000167306","MYO5B","protein_coding"
"19506","ENSG00000274680","MYO5BP1","processed_pseudogene"
"38439","ENSG00000238245","MYO5BP2","processed_pseudogene"
"15217","ENSG00000228656","MYO5BP3","processed_pseudogene"
"81333","ENSG00000128833","MYO5C","protein_coding"
"79347","ENSG00000196586","MYO6","protein_coding"
"84338","ENSG00000137474","MYO7A","protein_coding"
"77748","ENSG00000169994","MYO7B","protein_coding"
"82235","ENSG00000066933","MYO9A","protein_coding"
"83737","ENSG00000099331","MYO9B","protein_coding"
"86346","ENSG00000034971","MYOC","protein_coding"
"85441","ENSG00000141052","MYOCD","protein_coding"
"28586","ENSG00000129152","MYOD1","protein_coding"
"68520","ENSG00000138119","MYOF","protein_coding"
"84116","ENSG00000122180","MYOG","protein_coding"
"28784","ENSG00000101605","MYOM1","protein_coding"
"34413","ENSG00000274137","MYOM2","protein_coding"
"85879","ENSG00000142661","MYOM3","protein_coding"
"83040","ENSG00000120729","MYOT","protein_coding"
"83225","ENSG00000177791","MYOZ1","protein_coding"
"81663","ENSG00000172399","MYOZ2","protein_coding"
"78447","ENSG00000164591","MYOZ3","protein_coding"
"22512","ENSG00000138347","MYPN","protein_coding"
"60000","ENSG00000176182","MYPOP","protein_coding"
"69307","ENSG00000124920","MYRF","protein_coding"
"57460","ENSG00000166268","MYRFL","protein_coding"
"85021","ENSG00000170011","MYRIP","protein_coding"
"82263","ENSG00000162601","MYSM1","protein_coding"
"17446","ENSG00000276876","MYT1","protein_coding"
"77193","ENSG00000186487","MYT1L","protein_coding"
"50776","ENSG00000225619","MYT1L-AS1","lncRNA"
"67274","ENSG00000263155","MYZAP","protein_coding"
"19937","ENSG00000170476","MZB1","protein_coding"
"82333","ENSG00000099326","MZF1","protein_coding"
"43823","ENSG00000267858","MZF1-AS1","lncRNA"
"2396","ENSG00000204899","MZT1","protein_coding"
"65156","ENSG00000271264","MZT1P1","processed_pseudogene"
"61106","ENSG00000271404","MZT1P2","processed_pseudogene"
"85973","ENSG00000173272","MZT2A","protein_coding"
"20634","ENSG00000292119","MZT2B","protein_coding"
"83627","ENSG00000102921","N4BP1","protein_coding"
"56152","ENSG00000078177","N4BP2","protein_coding"
"54863","ENSG00000139597","N4BP2L1","protein_coding"
"25321","ENSG00000244754","N4BP2L2","protein_coding"
"3577","ENSG00000281026","N4BP2L2-IT2","lncRNA"
"82379","ENSG00000145911","N4BP3","protein_coding"
"NA.10102",NA,NA,NA
"NA.10103",NA,NA,NA
"44557","ENSG00000102030","NAA10","protein_coding"
"16609","ENSG00000156269","NAA11","protein_coding"
"58468","ENSG00000164134","NAA15","protein_coding"
"16606","ENSG00000172766","NAA16","protein_coding"
"35897","ENSG00000173418","NAA20","protein_coding"
"84555","ENSG00000111300","NAA25","protein_coding"
"55054","ENSG00000139977","NAA30","protein_coding"
"82269","ENSG00000135040","NAA35","protein_coding"
"80241","ENSG00000183011","NAA38","protein_coding"
"83173","ENSG00000110583","NAA40","protein_coding"
"66207","ENSG00000121579","NAA50","protein_coding"
"78902","ENSG00000122390","NAA60","protein_coding"
"82934","ENSG00000138744","NAAA","protein_coding"
"5238","ENSG00000285516","NAALAD2","protein_coding"
"39160","ENSG00000168060","NAALADL1","protein_coding"
"30028","ENSG00000177694","NAALADL2","protein_coding"
"56566","ENSG00000225552","NAALADL2-AS1","lncRNA"
"30138","ENSG00000226779","NAALADL2-AS2","lncRNA"
"58117","ENSG00000230292","NAALADL2-AS3","lncRNA"
"85676","ENSG00000138386","NAB1","protein_coding"
"82426","ENSG00000166886","NAB2","protein_coding"
"86040","ENSG00000173559","NABP1","protein_coding"
"83590","ENSG00000139579","NABP2","protein_coding"
"81995","ENSG00000196531","NACA","protein_coding"
"63315","ENSG00000253506","NACA2","protein_coding"
"19760","ENSG00000121089","NACA3P","processed_pseudogene"
"57457","ENSG00000136274","NACAD","protein_coding"
"NA.10104",NA,NA,NA
"19818","ENSG00000180230","NACAP2","processed_pseudogene"
"NA.10105",NA,NA,NA
"20202","ENSG00000249488","NACAP5","processed_pseudogene"
"22975","ENSG00000248403","NACAP6","processed_pseudogene"
"40753","ENSG00000218965","NACAP7","processed_pseudogene"
"61517","ENSG00000160877","NACC1","protein_coding"
"59604","ENSG00000148411","NACC2","protein_coding"
"85577","ENSG00000008130","NADK","protein_coding"
"78455","ENSG00000152620","NADK2","protein_coding"
"22591","ENSG00000245711","NADK2-AS1","lncRNA"
"76270","ENSG00000172890","NADSYN1","protein_coding"
"82330","ENSG00000159593","NAE1","protein_coding"
"48807","ENSG00000145414","NAF1","protein_coding"
"68235","ENSG00000198951","NAGA","protein_coding"
"84487","ENSG00000124357","NAGK","protein_coding"
"85122","ENSG00000108784","NAGLU","protein_coding"
"81402","ENSG00000103174","NAGPA","protein_coding"
"79698","ENSG00000161653","NAGS","protein_coding"
"15849","ENSG00000171169","NAIF1","protein_coding"
"27069","ENSG00000276068","NAIP","protein_coding"
"29049","ENSG00000102452","NALCN","protein_coding"
"6064","ENSG00000233009","NALCN-AS1","lncRNA"
"29637","ENSG00000271086","NAMA","lncRNA"
"NA.10106",NA,NA,NA
"NA.10107",NA,NA,NA
"85226","ENSG00000105835","NAMPT","protein_coding"
"15277","ENSG00000229644","NAMPTP1","processed_pseudogene"
"18327","ENSG00000249229","NAMPTP2","processed_pseudogene"
"74050","ENSG00000261053","NAMPTP3","processed_pseudogene"
"75448","ENSG00000111704","NANOG","protein_coding"
"56247","ENSG00000205857","NANOGNB","protein_coding"
"62571","ENSG00000226034","NANOGNBP1","processed_pseudogene"
"38547","ENSG00000256563","NANOGNBP2","processed_pseudogene"
"20729","ENSG00000270813","NANOGNBP3","processed_pseudogene"
"42132","ENSG00000176654","NANOGP1","transcribed_unprocessed_pseudogene"
"8600","ENSG00000231750","NANOGP10","processed_pseudogene"
"26255","ENSG00000233464","NANOGP11","lncRNA"
"38255","ENSG00000228670","NANOGP2","processed_pseudogene"
"17635","ENSG00000271373","NANOGP3","processed_pseudogene"
"65850","ENSG00000237065","NANOGP4","transcribed_processed_pseudogene"
"21072","ENSG00000231697","NANOGP5","transcribed_processed_pseudogene"
"25309","ENSG00000227351","NANOGP6","processed_pseudogene"
"5381","ENSG00000276238","NANOGP7","transcribed_processed_pseudogene"
"27262","ENSG00000255192","NANOGP8","protein_coding"
"14829","ENSG00000231809","NANOGP9","processed_pseudogene"
"33069","ENSG00000188613","NANOS1","protein_coding"
"19054","ENSG00000188425","NANOS2","protein_coding"
"30136","ENSG00000187556","NANOS3","protein_coding"
"8976","ENSG00000170191","NANP","protein_coding"
"79637","ENSG00000095380","NANS","protein_coding"
"81919","ENSG00000187109","NAP1L1","protein_coding"
"30473","ENSG00000254759","NAP1L1P1","processed_pseudogene"
"751","ENSG00000229163","NAP1L1P2","processed_pseudogene"
"50020","ENSG00000213371","NAP1L1P3","processed_pseudogene"
"29501","ENSG00000186462","NAP1L2","protein_coding"
"9901","ENSG00000186310","NAP1L3","protein_coding"
"4521","ENSG00000273562","NAP1L4","protein_coding"
"70172","ENSG00000177173","NAP1L4P1","processed_pseudogene"
"28017","ENSG00000224816","NAP1L4P2","transcribed_processed_pseudogene"
"2425","ENSG00000234145","NAP1L4P3","processed_pseudogene"
"30760","ENSG00000177432","NAP1L5","protein_coding"
"NA.10108",NA,NA,NA
"40499","ENSG00000105402","NAPA","protein_coding"
"41680","ENSG00000268061","NAPA-AS1","lncRNA"
"75713","ENSG00000125814","NAPB","protein_coding"
"55593","ENSG00000275723","NAPEPLD","protein_coding"
"31464","ENSG00000134265","NAPG","protein_coding"
"32061","ENSG00000278488","NAPRT","protein_coding"
"83727","ENSG00000131400","NAPSA","protein_coding"
"34977","ENSG00000131401","NAPSB","transcribed_unprocessed_pseudogene"
"80038","ENSG00000141562","NARF","protein_coding"
"60701","ENSG00000266236","NARF-IT1","lncRNA"
"NA.10109",NA,NA,NA
"NA.10110",NA,NA,NA
"75816","ENSG00000137513","NARS2","protein_coding"
"NA.10111",NA,NA,NA
"86019","ENSG00000132780","NASP","protein_coding"
"63804","ENSG00000171428","NAT1","protein_coding"
"80677","ENSG00000135372","NAT10","protein_coding"
"82951","ENSG00000090971","NAT14","protein_coding"
"58125","ENSG00000167011","NAT16","protein_coding"
"49522","ENSG00000156006","NAT2","protein_coding"
"NA.10112",NA,NA,NA
"1426","ENSG00000291479","NAT8","protein_coding"
"1432","ENSG00000291485","NAT8B","protein_coding"
"20741","ENSG00000185818","NAT8L","protein_coding"
"84330","ENSG00000109065","NAT9","protein_coding"
"74831","ENSG00000274180","NATD1","protein_coding"
"14227","ENSG00000253937","NATP","unprocessed_pseudogene"
"82694","ENSG00000134369","NAV1","protein_coding"
"35606","ENSG00000166833","NAV2","protein_coding"
"24444","ENSG00000254894","NAV2-AS1","lncRNA"
"52083","ENSG00000254453","NAV2-AS2","lncRNA"
"23887","ENSG00000254542","NAV2-AS3","lncRNA"
"53811","ENSG00000254622","NAV2-AS4","lncRNA"
"24287","ENSG00000255043","NAV2-AS5","lncRNA"
"48893","ENSG00000255270","NAV2-IT1","lncRNA"
"24463","ENSG00000067798","NAV3","protein_coding"
"85281","ENSG00000151779","NBAS","protein_coding"
"56417","ENSG00000260455","NBAT1","lncRNA"
"3455","ENSG00000172915","NBEA","protein_coding"
"48178","ENSG00000144426","NBEAL1","protein_coding"
"82701","ENSG00000160796","NBEAL2","protein_coding"
"49325","ENSG00000258590","NBEAP1","transcribed_unprocessed_pseudogene"
"15126","ENSG00000223875","NBEAP3","transcribed_unprocessed_pseudogene"
"86267","ENSG00000158747","NBL1","protein_coding"
"81659","ENSG00000104320","NBN","protein_coding"
"461","ENSG00000292225","NBPF1","protein_coding"
"78566","ENSG00000271425","NBPF10","protein_coding"
"85699","ENSG00000263956","NBPF11","protein_coding"
"82878","ENSG00000268043","NBPF12","protein_coding"
"77347","ENSG00000283342","NBPF13P","transcribed_unprocessed_pseudogene"
"65576","ENSG00000270629","NBPF14","protein_coding"
"86305","ENSG00000266338","NBPF15","protein_coding"
"43854","ENSG00000179571","NBPF17P","unprocessed_pseudogene"
"78886","ENSG00000271383","NBPF19","protein_coding"
"65169","ENSG00000162825","NBPF20","protein_coding"
"61061","ENSG00000231382","NBPF21P","unprocessed_pseudogene"
"29985","ENSG00000205449","NBPF22P","transcribed_unprocessed_pseudogene"
"66485","ENSG00000272150","NBPF25P","transcribed_unprocessed_pseudogene"
"14679","ENSG00000291975","NBPF26","protein_coding"
"63594","ENSG00000227001","NBPF2P","unprocessed_pseudogene"
"84033","ENSG00000142794","NBPF3","protein_coding"
"17101","ENSG00000292447","NBPF4","protein_coding"
"79084","ENSG00000243967","NBPF5P","transcribed_unprocessed_pseudogene"
"17090","ENSG00000292440","NBPF6","protein_coding"
"NA.10113",NA,NA,NA
"79355","ENSG00000270231","NBPF8","protein_coding"
"85507","ENSG00000269713","NBPF9","protein_coding"
"84232","ENSG00000188554","NBR1","protein_coding"
"75866","ENSG00000198496","NBR2","lncRNA"
"12808","ENSG00000104490","NCALD","protein_coding"
"45451","ENSG00000149294","NCAM1","protein_coding"
"45660","ENSG00000227487","NCAM1-AS1","lncRNA"
"1740","ENSG00000154654","NCAM2","protein_coding"
"81073","ENSG00000130287","NCAN","protein_coding"
"72589","ENSG00000010292","NCAPD2","protein_coding"
"57579","ENSG00000230356","NCAPD2P1","processed_pseudogene"
"83851","ENSG00000151503","NCAPD3","protein_coding"
"63961","ENSG00000109805","NCAPG","protein_coding"
"79825","ENSG00000146918","NCAPG2","protein_coding"
"80043","ENSG00000121152","NCAPH","protein_coding"
"58095","ENSG00000025770","NCAPH2","protein_coding"
"76678","ENSG00000136937","NCBP1","protein_coding"
"42462","ENSG00000114503","NCBP2","protein_coding"
"42566","ENSG00000225578","NCBP2-AS1","lncRNA"
"NA.10114",NA,NA,NA
"32337","ENSG00000170935","NCBP2L","protein_coding"
"52903","ENSG00000188505","NCCRP1","protein_coding"
"79590","ENSG00000020129","NCDN","protein_coding"
"83901","ENSG00000144959","NCEH1","protein_coding"
"85255","ENSG00000158517","NCF1","protein_coding"
"67377","ENSG00000182487","NCF1B","transcribed_unprocessed_pseudogene"
"73428","ENSG00000165178","NCF1C","transcribed_unprocessed_pseudogene"
"84584","ENSG00000116701","NCF2","protein_coding"
"7040","ENSG00000100365","NCF4","protein_coding"
"82297","ENSG00000158092","NCK1","protein_coding"
"NA.10115",NA,NA,NA
"85465","ENSG00000071051","NCK2","protein_coding"
"85887","ENSG00000061676","NCKAP1","protein_coding"
"60350","ENSG00000123338","NCKAP1L","protein_coding"
"49880","ENSG00000176771","NCKAP5","protein_coding"
"35974","ENSG00000232474","NCKAP5-IT1","lncRNA"
"81380","ENSG00000167566","NCKAP5L","protein_coding"
"85134","ENSG00000213672","NCKIPSD","protein_coding"
"86003","ENSG00000115053","NCL","protein_coding"
"81234","ENSG00000125912","NCLN","protein_coding"
"17125","ENSG00000213212","NCLP1","processed_pseudogene"
"12208","ENSG00000234228","NCLP2","processed_pseudogene"
"85489","ENSG00000184454","NCMAP","protein_coding"
"84104","ENSG00000084676","NCOA1","protein_coding"
"53041","ENSG00000140396","NCOA2","protein_coding"
"47984","ENSG00000124151","NCOA3","protein_coding"
"82354","ENSG00000266412","NCOA4","protein_coding"
"79158","ENSG00000124160","NCOA5","protein_coding"
"35381","ENSG00000198646","NCOA6","protein_coding"
"83790","ENSG00000111912","NCOA7","protein_coding"
"41687","ENSG00000232131","NCOA7-AS1","lncRNA"
"80272","ENSG00000141027","NCOR1","protein_coding"
"9756","ENSG00000240108","NCOR1P1","transcribed_unprocessed_pseudogene"
"77099","ENSG00000265019","NCOR1P2","transcribed_unprocessed_pseudogene"
"72847","ENSG00000233601","NCOR1P3","transcribed_unprocessed_pseudogene"
"76791","ENSG00000196498","NCOR2","protein_coding"
