,outlier_rho,outlier_p1,outlier_p2,outlier_lb,outlier_ub,counts_rho,counts_p1,counts_p2,counts_lb,counts_ub,concentrations_rho,concentrations_p1,concentrations_p2,concentrations_lb,concentrations_ub,counts_c95_lb,counts_c95_ub,counts_c50_lb,counts_c50_ub,counts_c25_lb,counts_c25_ub
CHFR,0.053929778580593404,0.8148174477783462,0.3703651044433063,-0.051156980160498654,0.2622034005230205,0.1106439052815801,0.967027988088111,0.06594402382377766,-0.06404245855365785,0.298852791322241,-0.036561500702594174,0.27227211635020004,0.5445442327003986,-0.0938799375710505,0.05165986012784031,-0.061435741033061084,0.33645746201120297,-0.032411862095150346,0.1596106974202281,0.05366229431157691,0.1285912100603065
CHIC1,0.035409138203495796,0.7217045165293008,0.556590966941398,-0.03225579096971922,0.17670809472357513,0.0728442470285288,0.8865712794627881,0.22685744107442357,-0.038256885702501936,0.24048724999405166,0.07477301141562168,0.8926196706152252,0.2147606587695482,-0.04021014579110537,0.24702767854342286,-0.028848398143979014,0.2404615184272652,0.014660577968146814,0.12791318930264503,0.03486974304254034,0.08223206331040529
CHIC2,-0.024663609398292263,0.34111060661851733,0.6822212132370351,-0.06603634346787107,0.025347840317864176,-0.016469841058514068,0.392468214288026,0.7849364285760515,-0.0794145397442611,0.043393102166261015,-0.043675685259432176,0.23454308405324767,0.46908616810649606,-0.07978361493805705,0.012499930093392496,-0.07797659398252166,0.045134918478141384,-0.03892343452051838,0.0007642589075423845,-0.0329297097157298,-0.008682140197591795
CHID1,-0.07101819201101388,0.11894732897442307,0.2378946579488464,-0.1156018323370911,-0.04504370144703003,-0.08065181691397455,0.09037895319483684,0.18075790638967262,-0.11759238575308878,-0.04539045646918247,-0.04357184060149781,0.23507231374098433,0.47014462748196945,-0.13458943664914846,0.041026701973805785,-0.11778613237644253,-0.05079396824364546,-0.10132461912944682,-0.07376652850277372,-0.09060837192180314,-0.08052311369413856
CHKA,0.05030923216795726,0.7983022155599216,0.403395568880157,-0.02667942654583481,0.24626815254489673,0.0955432493822832,0.9436980766938912,0.11260384661221712,-0.017889460579806893,0.2987057893393798,0.14647823549022054,0.9926570728923247,0.014685854215350898,-0.08128150010757884,0.35803848247557724,-0.03563404221917058,0.25359235687793963,0.02781215908855742,0.14781974478198634,0.05818144011739331,0.1112424584475443
CHM,0.008703687889090947,0.5574346741538958,0.8851306516922076,-0.06338252230103761,0.21208540439217988,0.04014642224320501,0.7471079228999906,0.505784154200021,-0.06636715527481953,0.24883668427947306,-0.027459100219922282,0.3245439330445995,0.6490878660892008,-0.07986217518606711,0.07240947754746906,-0.06942995281532757,0.22031994958832765,-0.024580933480798147,0.08400810874668761,0.008689831335874278,0.06603741436373844
CHML,0.7897757620262679,1.0,1.5815593037311475e-60,0.03418629085421523,0.9588134780127785,0.1702020667726265,0.9977490761607992,0.004501847678401629,-0.020276408488426705,0.4388419133098017,0.016338874172708226,0.6066973591297067,0.7866052817405876,-0.09107361225876076,0.15412105309557506,-0.007511029775164027,0.43247915036445783,0.08123000122780082,0.23606677580078325,0.13993661548676195,0.20235596995079072
CHMP1A,0.7715802921163121,1.0,3.729789975558365e-56,-0.08936906660119505,0.9426633319898288,-0.027554696242595357,0.32397409621989326,0.6479481924397956,-0.10457292320977317,0.08737015626872015,-0.11300214026212341,0.030173754832315713,0.060347509664631566,-0.173393270604687,-0.0431511677604994,-0.11173685784419628,0.08324119566107578,-0.05955835869338112,0.013302602103674767,-0.04668859735393312,-0.011806855120317598
CHMP1B,0.7563176856773693,1.0,8.6729030578731e-53,-0.09319497350637286,0.9550129528563286,-0.06650680511951382,0.1349896607184421,0.26997932143688336,-0.10156389994473704,-0.036315353287698984,-0.10137446790039739,0.046098714181228885,0.09219742836245814,-0.1308590589079148,-0.06820899964627819,-0.09631598154857512,-0.04045243499763536,-0.08102824936267598,-0.061247397889812205,-0.07466162163231867,-0.06505139797287679
CHMP2A,0.7764825482871965,1.0,2.7184817007089265e-57,-0.009278113142188385,0.9471039857397316,0.04124610153058905,0.7529046424182968,0.4941907151634063,-0.04861445656333488,0.14479063687706503,-0.02187839649605921,0.3584795423945945,0.7169590847891892,-0.15439813008625175,0.09753148462666782,-0.055252805430119366,0.17936674904966235,0.010759634012746449,0.07405464327090563,0.028513017164136036,0.06098959876415219
CHMP2B,0.7703511730346332,1.0,7.118752893675377e-56,-0.10891480104098357,0.9367495983113695,-0.07124665230892444,0.11861851659200387,0.23723703318401151,-0.12151306915330026,-0.015987972714926458,-0.08491262195020677,0.07936088282135696,0.1587217656427146,-0.14143043777454395,-0.0021267995475483864,-0.11265245672301087,-0.01675846911390906,-0.08808891270367177,-0.05996483426246464,-0.08319701389131723,-0.06437311441956084
CHMP3,0.057129161352656714,0.8286939960203974,0.34261200795920255,-0.07781682875980417,0.16247516220810307,-0.023134374952729832,0.35073276077113336,0.7014655215422781,-0.09906807725598347,0.1250718210055771,-0.003594957345996616,0.4762523836829354,0.9525047673658709,-0.14470164885247963,0.14550677017099325,-0.09481575824582254,0.11793555693634966,-0.05646122405118323,0.016009648836307292,-0.04643244879234196,-0.015271176456268824
CHMP4B,-0.029822789381941495,0.31025948634879624,0.6205189726975834,-0.07178379488909284,0.03170333671796889,-0.020387160639279832,0.3677529151799679,0.7355058303599354,-0.07622004738190416,0.06315715341473584,-0.011259460930127498,0.42600544816015085,0.8520108963203007,-0.10548155397623238,0.12232767931938,-0.07294609023749685,0.07415707043228463,-0.04552311015445172,0.003210553545774424,-0.036130131581747396,-0.014998241315878826
CHMP5,-0.029073773278914087,0.31466342061228064,0.629326841224561,-0.08398126880212294,0.08062407930446054,0.0036221815697103886,0.5239272406425646,0.9521455187148717,-0.07049715090591638,0.16177390348300663,0.03150981286449018,0.6992295883388344,0.6015408233223339,-0.12734091821377042,0.19594858881165345,-0.06783420180723865,0.13222241950792993,-0.02796505461238987,0.03588415733069037,-0.011987155205461125,0.010267403470207364
CHMP6,-0.016017305765037813,0.39516750658136585,0.7903350131627295,-0.04898746017195382,0.0696711453257979,-0.009338440705533187,0.43851977908327816,0.8770395581665567,-0.05245212912849156,0.07855500165179613,-0.024861417200977627,0.3401810639531693,0.6803621279063423,-0.06221514632088686,0.04126160993663858,-0.05377099179556567,0.08979735725973505,-0.03383697024327912,0.0089002259888576,-0.023271715951206768,-0.005477856613874144
CHMP7,0.4331625379054744,0.9999999999999808,3.836821687654206e-14,-0.04116983213427817,0.7132639301532842,0.14161859921679593,0.9908191514578861,0.01836169708422738,-0.05283827207104188,0.38527464323529276,0.023038975243636454,0.6486809341812206,0.7026381316375596,-0.06668121228033166,0.16668094809017175,-0.05541457627979093,0.4150846292404086,0.04582937176082091,0.22541623025102334,0.1143500379212065,0.19475730357917648
CHN1,-0.042371364825951274,0.24083948602843588,0.4816789720568778,-0.0684558542544708,-0.023480337861792634,-0.050396806886703435,0.20171582993536163,0.4034316598707202,-0.07914061095408877,-0.020127106396181,-0.04939768339505858,0.20641499450889128,0.41282998901777623,-0.09606930120348824,0.008116751960020523,-0.08006198643056064,-0.017377634720936935,-0.06195123921755368,-0.043144474899152054,-0.056484384528101846,-0.04764715111665875
CHORDC1,0.09409098768537064,0.9412338556651311,0.11753228866973783,-0.05579074928783016,0.3065811351118847,0.19387056338864073,0.9994083599092896,0.0011832801814209283,-0.04574183422941795,0.35316514368092594,-0.0010801224996370568,0.49286109570218695,0.9857221914043731,-0.09604328559856778,0.1181710673940904,-0.025507185870459415,0.36511001046490954,0.13249457169249762,0.265570350907807,0.14540711926965488,0.21322154506782545
CHP1,0.7846079064525567,1.0,3.048485042566082e-59,-0.06644268626290688,0.9501108615677899,0.12533404662595174,0.9814548607406213,0.03709027851875711,-0.08752528317805597,0.35180184427000893,0.0006705535877475841,0.5044320658659571,0.991135868268086,-0.08636590902064292,0.1036473497153053,-0.0902275329845032,0.34818750060832815,-0.03586596787704017,0.18248972818177275,0.07336329517849798,0.1535635897303086
CHPF,-0.04519232689106345,0.2264782857249961,0.4529565714499938,-0.07137696832004803,-0.029641166925148316,-0.053169628252519585,0.1890125163053154,0.37802503261063203,-0.0800703205491379,-0.03085001879846154,-0.0694199629689788,0.12475435100081649,0.24950870200162906,-0.08898177369930324,-0.04978888069140042,-0.07660312544626798,-0.033964143398789635,-0.06215585449401077,-0.04659031985182762,-0.061138229770427197,-0.05384666182467568
CHPF2,0.06598165258008865,0.863542048567763,0.27291590286447465,-0.030063135681210607,0.24930928633973976,0.12595309596665377,0.9819211085465115,0.036157782906977506,-0.03717144398934782,0.2900352904537873,0.04165020875304828,0.7550169059226728,0.48996618815465376,-0.046024237130439356,0.1858889495397768,-0.04005600798670513,0.3249386639990106,0.030665106667618142,0.1879514809274693,0.08986953632934207,0.1522401692945924
CHPT1,0.0569076681669254,0.8277551780330161,0.3444896439339676,-0.06744046664325797,0.17632555170684824,-0.029427947263221097,0.3128919806658998,0.6257839613317997,-0.07837425620569742,0.031894974356885396,-0.07330328814188222,0.11196776429322383,0.223935528586448,-0.1237580219049034,-0.011683891820100727,-0.07656147496956019,0.06780623103701176,-0.04914501740717864,-0.008863958481446145,-0.0361197892101779,-0.017145824990044325
CHRAC1,0.7683597558395745,1.0,2.0115466576268082e-55,-0.0640737788018214,0.9509805523967523,0.014593126568778501,0.5955295654505504,0.8089408690988997,-0.08228747908325068,0.1408079951376637,-0.04687580597988035,0.2185592616243934,0.4371185232487867,-0.10723332543749536,0.024863633986402255,-0.0754369864251147,0.16055635513980082,-0.02059591548704766,0.04186017285070708,-0.008540916931853094,0.022529454782843433
CHRNB1,0.7813996227111233,1.0,1.837048100471243e-58,-0.0423479218767067,0.9571259724398086,-0.024435126767460555,0.3427744069050464,0.6855488138100921,-0.04856758024050156,-0.0054034170785593185,-0.035877370754924934,0.2760521856840389,0.5521043713680789,-0.054233621840952685,-0.01722460722551412,-0.04455188050283455,-0.008593357088710733,-0.0334940952949467,-0.019288550438659634,-0.030206199102328003,-0.024173746779122228
CHST10,0.05441808014950869,0.8169790996939954,0.3660418006120084,-0.03617346223949525,0.24660829262256576,0.10788001684629286,0.9634813139607574,0.07303737207848582,-0.04785481829391618,0.34098071729359986,0.07773920057285072,0.9014643084897931,0.19707138302041302,-0.027042876785401404,0.1899379926508364,-0.04130660563096028,0.33278539914275024,0.03886227637821238,0.17174351652945863,0.08043928168138606,0.14167359755661288
CHST11,0.09965026274277106,0.9513559263456174,0.09728814730876476,-0.05498197236254083,0.24776474827248418,-0.005225409644603059,0.46550448359735214,0.9310089671946894,-0.05816913466728355,0.08395603172290303,0.04348787097716142,0.764499267618832,0.4710014647623344,-0.06943635131191711,0.24439989491062028,-0.05307307388152848,0.08972624259647623,-0.026106224015483504,0.01494514218745634,-0.0155488540915428,0.00520742009989961
CHST12,-0.011179559686318279,0.426392387260667,0.8527847745213342,-0.04074727893146717,0.02793972416114279,-0.010603929551053022,0.4302681836907596,0.8605363673815342,-0.04837262954926672,0.05521894876757091,0.0022683119791304792,0.5149893473664715,0.9700213052670567,-0.061918267411700166,0.09514297702574029,-0.05585454060891049,0.0509303642496355,-0.025118992043873706,0.007010729354623764,-0.019172053770282936,-0.006598633745296756
CHST14,0.07705017666442804,0.899867958737162,0.20026408252567585,-0.05054543368971048,0.3769493946268127,0.15003182103721308,0.9937886026525216,0.012422794694956682,-0.052904752125497875,0.41128439371234893,0.03943396711699705,0.7433147225544501,0.5133705548910996,-0.07342726062513633,0.19625353751802393,-0.04860758800260978,0.4169339665372535,0.049871973271663345,0.2214896743501328,0.1039427998960718,0.18457903693338323
CHST15,0.5741230283103366,1.0,8.943676201290219e-26,-0.04811724500508824,0.8634990735945134,0.08232494824187898,0.9140751661726652,0.17184966765466905,-0.055502290671347196,0.27014221881521633,0.031252932954304306,0.6977453516114038,0.6045092967771936,-0.07849784767704272,0.15761557431046114,-0.05689243677138325,0.28303321545371396,0.04067208787869519,0.14410233024254948,0.054587943097182526,0.11704216133317151
CHST2,-0.06409122345511747,0.14346182386889744,0.2869236477377939,-0.09935686672260713,-0.036769100515138466,-0.06865930687480755,0.1273733367112451,0.254746673422491,-0.10487834320446808,-0.02780002101124649,-0.04752515672642706,0.21539377075024468,0.430787541500493,-0.12615767774321884,0.06766416825064032,-0.10888169561634635,-0.02000005527340059,-0.08379247104200338,-0.05969676250893754,-0.0755871154066601,-0.06447592025682003
CHST3,0.6501846920566507,1.0,8.613820677016925e-35,0.007512731873117689,0.8880967285506831,0.08805987379884862,0.9281050160506923,0.14378996789861573,-0.0002033920708246517,0.23153039892396898,0.1077587748999489,0.9633188891179425,0.07336222176411517,-0.02950166887989032,0.25090762984822135,-0.014378053351300105,0.22433349238409903,0.049998470674727145,0.13314799995935628,0.07525374399217044,0.11507233790203275
CHSY1,0.011133979196501761,0.5733108948202241,0.8533782103595522,-0.07057656610751266,0.22443623203247198,0.054985689727717287,0.8190355821490901,0.36192883570181733,-0.06783472991631909,0.23212140445311827,-0.028573756561057193,0.31792529741418346,0.6358505948283761,-0.09476571179233888,0.05616903797474939,-0.06519106644904601,0.236966956794207,-0.008445850280940491,0.10599667601749033,0.022013517366723002,0.08684769510076784
CHTF18,-0.03470821924412629,0.2822170750764986,0.5644341501529858,-0.0706965361849436,0.021357548469685475,-0.028653518460635026,0.31745386299993267,0.6349077259998748,-0.07856101603228247,0.04312804188364004,0.04289158334463916,0.7614446775240299,0.47711064495193994,-0.06791225799006329,0.19217403700944177,-0.08234086479317781,0.060308835367233686,-0.05329461978586013,-0.014098885423651049,-0.04119049310072271,-0.019945830358399065
CHTF8,0.05481122244370648,0.8187080653205328,0.3625838693589332,-0.05361666203398604,0.24571366043072232,0.11668547106854416,0.9738030373573079,0.05239392528538395,-0.0615082377217231,0.267991393097339,0.07094066693742257,0.8803687451282649,0.23926250974346872,-0.043837025786028064,0.23223117889077471,-0.04735677024061218,0.3157879163928228,0.018630192387708463,0.15787756236605271,0.07862935609357233,0.125099425188113
CHTOP,0.21104335640764896,0.9998021447915804,0.00039571041683923844,0.005058149959588624,0.3816597144576606,0.13888288869659815,0.989617660027669,0.020764679944661683,-0.020528478643758237,0.395786665735606,0.08116372106732664,0.9110015483189244,0.17799690336215132,-0.03756985131389772,0.21919459671505578,-0.037481436010121584,0.3648288511019161,0.06708101736745106,0.2335053231482656,0.11440645982468141,0.18351329989760157
CHUK,-0.04031043868854927,0.2516351297048481,0.5032702594096895,-0.09996237366896074,0.0565299248695023,-0.03267307185971784,0.29409050543508625,0.5881810108701604,-0.10766282431986962,0.061294653768455276,-0.07514188199552554,0.1062504338558558,0.2125008677117114,-0.11814424089320287,-0.021050307913448037,-0.10557640317955538,0.07982114343628526,-0.06663155960616053,-0.007405687759296013,-0.05386440772888413,-0.025904979003050343
CHURC1,0.28688167278164395,0.9999994258380395,1.1483239210153852e-06,-0.0747418175748992,0.521040544101714,0.03344257006733555,0.7102904423720624,0.5794191152558741,-0.08341134036448887,0.1327127694615681,-0.03910358381245023,0.25845422534662926,0.5169084506932583,-0.08870500469536606,0.024419959942909134,-0.083831828963109,0.11849008773345257,-0.016590795761471898,0.06282194947705454,0.013500291040691791,0.05170416474031764
CIAO1,-0.013889835397039257,0.408829302552071,0.8176586051041406,-0.08621916420634657,0.14121371199619004,0.02074600730567014,0.6344858555919795,0.7310282888160404,-0.08698536722801502,0.21569165967728984,-0.043278113807036486,0.23657279706459497,0.47314559412919194,-0.10913060015194447,0.031284258705746075,-0.08888631385248222,0.2104612223453408,-0.04644819078351885,0.05452750254037249,-0.003984805863014584,0.03765179466875921
CIAPIN1,0.014414371693294382,0.5945500059222386,0.810899988155522,-0.09618424316177686,0.22957275924741966,0.06252003385837301,0.8500971247110092,0.2998057505779818,-0.0898282549540759,0.28329077322841784,-0.045117979289540214,0.2272608035123516,0.4545216070247025,-0.11390856427961255,0.05002999285084975,-0.08831698740408853,0.29916652628701285,-0.006759974261188353,0.1322724194820111,0.023393427651570785,0.09479439168967427
CIB1,0.04882167184152882,0.7912700234342538,0.4174599531314911,-0.023959398606230288,0.24113343939064277,0.08555204523644372,0.922201361406411,0.1555972771871782,-0.022451035306205812,0.2929846899833831,0.027330343584613514,0.6746879176438332,0.6506241647123323,-0.07701956851599463,0.15648531231400842,-0.047847745060966416,0.2977686234287485,0.04634398153695705,0.14457259863978192,0.06874973940229358,0.11473098205325072
CIC,-0.021905683699895942,0.35806391153552575,0.7161278230710636,-0.05224370833595325,0.011433858662974878,-0.01935678514629843,0.3742058599218413,0.7484117198436745,-0.06499729543789565,0.02928913296736054,-0.044286217620876527,0.23144488498137622,0.46288976996275305,-0.09280571193598809,0.037148066055988235,-0.060546012724692795,0.028936424760359798,-0.03648669583527089,-0.005713797704887297,-0.031459997818195765,-0.016133458875017145
CINP,0.752774315039384,1.0,4.834416795703715e-52,-0.013114062241643326,0.9334397815485455,0.05319407742501319,0.8110972686023453,0.3778054627953106,-0.06856714445679027,0.20236224757835083,-0.055229682685733014,0.17989964638592124,0.35979929277184264,-0.11722839759929458,0.011019536441742741,-0.04770364165256475,0.19298570349936725,0.005126135226323794,0.1023936258035118,0.03300233411082352,0.07615243447996158
CIPC,-0.032548876704424794,0.2944619183733031,0.5889238367466064,-0.06705553787270281,0.0036020267153521347,-0.034232727965681595,0.28524294489517166,0.5704858897903416,-0.0729830422311487,0.026963516927191074,-0.025618364402470242,0.3355947096607457,0.6711894193214997,-0.08175662189904057,0.06472597677788043,-0.07021899479730757,0.027956507704068753,-0.052507037046521134,-0.023639256029670687,-0.04434010719044083,-0.02863587632422144
CIR1,0.7921503572430132,1.0,3.948536349715576e-61,0.022379663341435173,0.9494973896443193,0.1795541656258717,0.9986468898295024,0.002706220340994998,-0.006444902490843277,0.32969941279090864,-0.0002777165463038467,0.49816438401026936,0.9963287680205237,-0.08553584935301586,0.09618550180210947,-0.008644561951491596,0.3252746323881613,0.11578614133854077,0.23033510932661003,0.13998213958290046,0.19870740569844458
CIRBP,0.7798350395756579,1.0,4.362607608102414e-58,-0.010676191411837553,0.9506784395093397,0.044082263280173006,0.7675226631939875,0.4649546736120269,-0.04951411316094091,0.13146416772648684,0.05975970111622306,0.8391542758120127,0.32169144837597424,-0.1316659202395763,0.29579501876323205,-0.04920641965631835,0.1397310086670405,0.014770413079328864,0.07665078850331138,0.026171853185398948,0.05557521064405517
CISD1,0.7110154483673885,1.0,4.1441859108730254e-44,-0.15645635001346334,0.9295750011963364,-0.1131634542839691,0.02998972254050612,0.059979445081012196,-0.1703367588529146,-0.057450584434572564,-0.1260231605859105,0.018026752595787697,0.036053505191575054,-0.20165917873551487,-0.04409813783744076,-0.17102399971843837,-0.05118796970617083,-0.1359608868213888,-0.09839229453244942,-0.12555704015541336,-0.10664466658481678
CISD2,0.6679577811657644,1.0,2.7582826661333363e-37,-0.03289886275176368,0.9057101220473341,0.05004224351776751,0.7966238982203627,0.4067522035592737,-0.046413960759016756,0.2207195072887457,0.022188724476111137,0.6434400783264411,0.7131198433471178,-0.08258096288809073,0.15365934623311636,-0.04204284216858358,0.222776642435197,0.008415586891328236,0.09031858072819988,0.03399156758209641,0.07289018810275065
CISD3,0.7528812692130196,1.0,4.5920500677926105e-52,-0.10689289920860288,0.9323693399427325,-0.010625486064785548,0.43012787634316096,0.8602557526863334,-0.13296354377805394,0.18282327054425004,-0.11745568068185855,0.02542303561787293,0.050846071235745485,-0.18648348209694476,-0.019845174706886258,-0.1328222729737986,0.17786342778413053,-0.07921705962652402,0.03431404563672045,-0.0394335596682871,0.008242652158158927
CIT,0.25427133187594475,0.9999911138958718,1.777220825640622e-05,0.09482753147850305,0.3910876850455688,0.23299497620582743,0.9999546627769323,9.067444613523397e-05,0.033053947929305036,0.36287009272092463,0.04653996282854267,0.7797931559085136,0.4404136881829734,-0.0697392459175691,0.16795082246221105,0.07613149171833751,0.3798183424685346,0.18828430620534556,0.28188765832484314,0.20723183419838498,0.24726660803968936
CITED2,0.7840420538929521,1.0,4.194006946448956e-59,-0.011953831168393002,0.9475997430651165,0.054040916538785386,0.8148757089856753,0.37024858202865013,-0.008404275487240728,0.18410073788114578,0.08161986025392737,0.9122184560071498,0.17556308798569903,-0.02539239335002579,0.28904008665787634,-0.011696460804953856,0.18801375056546213,0.026298990268390502,0.09471490446753109,0.041210631737500975,0.07008423110647846
CITED4,-0.02759509611389789,0.3234344237377244,0.6468688474754385,-0.05514060101428189,0.014970513954206142,-0.02870622254552676,0.3171425158142011,0.6342850316284019,-0.05858871213352777,0.019730620635510794,-0.028897873611941294,0.3160114311828304,0.6320228623656646,-0.06663712724960538,0.04260035589347274,-0.056438927581011475,0.026527045020331135,-0.04292162800474766,-0.019865100061649762,-0.03726903303907629,-0.026190359907433444
CIZ1,0.7935951508940152,1.0,1.682268682046814e-61,-0.03517680568607076,0.9498247864166557,0.2010946327076621,0.9996189417828535,0.0007621164342930325,-0.04006407500101264,0.4069166767828977,0.04533133382575073,0.7738055794414174,0.4523888411171649,-0.05273940170902388,0.15525189808483564,-0.05872600242500645,0.39502117977879786,0.07713609274565662,0.2753975912222227,0.13864693108256437,0.22198632272649005
CKAP2,0.758798794675757,1.0,2.5586996739758757e-53,-0.011714966305504674,0.9419165302471645,0.05609483955585639,0.8238442220237748,0.35231155595245206,-0.03761319469042238,0.18151366520076745,-0.02717894309982951,0.32621626760157074,0.6524325352031428,-0.13470117605497067,0.10701686138893401,-0.018168949400960383,0.22638434632043605,0.028458835725418033,0.09227191498046279,0.04318381604026757,0.07244338587530628
CKAP2L,-0.011643266693260542,0.42337615031542225,0.8467523006308454,-0.09011885789056005,0.12968649054557785,0.025559055459099075,0.6640468038485399,0.6719063923029206,-0.09883857365852518,0.20238916817818978,-0.05420384607392668,0.1844027214971368,0.3688054429942751,-0.13945445805908932,0.0713299828582489,-0.10331162217428425,0.21604967309722303,-0.030551221625239728,0.08040624501329319,-0.00785016846571314,0.054883923014248825
CKAP4,0.7738136560511913,1.0,1.1404569890635506e-56,0.014635394829299889,0.9346315848719424,0.13814662815695714,0.9892718934565169,0.021456213086966273,-0.009946265749164573,0.3065219099638354,-0.030960394548397413,0.3039488865839806,0.6078977731679602,-0.12179462080937332,0.06972281333455664,0.010610349688377556,0.3392844710991635,0.0813558431123184,0.19653722501704785,0.10835724510683002,0.1551488610022827
CKAP5,0.0008915981445368278,0.5059037045514063,0.9881925908971869,-0.04263709589963211,0.09561050569222665,0.02806489004719366,0.6790601502951026,0.6418796994097952,-0.05333307886891219,0.11355867690257633,-0.09138202784343163,0.06460827373188255,0.12921654746376515,-0.15979155015880517,-0.015464032749938482,-0.052128713380838416,0.11144877285887904,0.0007196705620512998,0.06370051177495853,0.012400377706135786,0.042010861547753894
CKB,-0.055048992240283166,0.1802512213273686,0.3605024426547387,-0.08251444958454485,-0.03192048520567625,-0.06233382493978095,0.15062515384335948,0.3012503076867202,-0.0988496908361186,-0.027286011723085587,-0.0744390689015211,0.10841064221958352,0.21682128443916796,-0.12164105010795383,-0.021954065253752805,-0.0957469305836221,-0.035781560336983535,-0.07703599654226793,-0.05802975592279744,-0.07264948742898863,-0.06166636177018253
CKS1B,-0.026495050316719154,0.33002376543423056,0.6600475308684622,-0.09079465181974737,0.09403503604643221,0.021472781316599885,0.6390060458862783,0.7219879082274451,-0.05589653930496563,0.14414124063565562,-0.062589005670241,0.14963592718608806,0.29927185437217385,-0.1763050624117666,0.07348992703418701,-0.06698603237744559,0.14454649934395325,-0.006602711512914239,0.04357390763610234,0.006706022573675705,0.03431653668202622
CKS2,0.08581190238537774,0.9232038606705976,0.1535922786588043,-0.031347024887059656,0.2882608778309736,0.19236182655800002,0.9993526667985807,0.0012946664028386928,0.06563215399838532,0.35978263493350643,0.08675747896367152,0.9250831890763878,0.14983362184722454,-0.03371715629264379,0.24262358685809418,0.08431754890752974,0.38733155832616784,0.15502266015898883,0.24634590435073006,0.18616315335459127,0.2240708346838532
CLASP1,0.007109570331489389,0.5469691847679212,0.9060616304641569,-0.054014421386157696,0.09503973484454874,0.03324021948174203,0.7091413646390128,0.5817172707219734,-0.045928349269187964,0.14354401211061635,-0.04162630942034079,0.24510774621172488,0.49021549242345125,-0.08509390064353671,0.017090739414529807,-0.04800784523040269,0.13111107701500857,0.006076974221959862,0.06488081041337472,0.029206275711129492,0.05864719781118673
CLASP2,0.25336622184137164,0.9999904598859758,1.9080228048398826e-05,-0.052949758353002085,0.6390610984881178,0.43406093759814984,0.9999999999999813,3.729861130657722e-14,-0.049643468713538835,0.7184485304815521,0.10289926497942015,0.9563097993273045,0.08738040134539099,-0.05265003261085211,0.31151584778937513,-0.05567469617625195,0.7184940529045122,0.1201047499516704,0.5505919482774388,0.3533548555961685,0.4638181919180405
CLASRP,0.02303544042567649,0.6489168184772423,0.7021663630455154,-0.0428570997496025,0.2081244127576005,0.0593848125704026,0.837629067168029,0.3247418656639432,-0.04399723635115117,0.2309081490622393,0.10266256720478836,0.9559426832402494,0.08811463351950083,-0.049018099100870474,0.2661631641393029,-0.04964070306903246,0.25654471090743386,0.01061800599144682,0.1156260782429781,0.030049635623901706,0.07433182035012562
CLCC1,-0.005956945364872845,0.4606185665228708,0.9212371330457407,-0.053532992260853576,0.03917670672322851,-0.027126159341347277,0.3265317390535264,0.6530634781070443,-0.06462867419032835,0.0367096816029332,-0.04182596673719785,0.2440674332171552,0.48813486643430976,-0.07572099394612243,0.008692895997065997,-0.06693089209264036,0.023261331578206118,-0.043743403184015706,-0.013916641398202381,-0.03519784253660352,-0.020343349230418285
CLCF1,0.015762385643462218,0.6032018816407059,0.7935962367185864,-0.04679852224832399,0.11178865604015106,0.03826300894628809,0.7370169943082661,0.5259660113834677,-0.053087803630848314,0.14608166102096537,-0.0021346854625686404,0.48589329922162167,0.9717865984432437,-0.06664459128701118,0.08064906511366221,-0.05067327915855643,0.16673903625141984,-0.024430945643454355,0.07301081359406425,0.014467112041822883,0.05800531043359375
CLCN3,-0.011012971207558397,0.42747703756981453,0.8549540751396281,-0.08848372104316671,0.13167217910317458,0.020207700819831444,0.6311257878511042,0.7377484242977909,-0.09359319162372985,0.16799362534558104,-0.06146664598641523,0.15401913987683213,0.3080382797536661,-0.12256150825085553,0.01418738242283316,-0.07513036750527124,0.16570665259981301,-0.014153094581005667,0.07335101291994091,-0.0008879906012586341,0.03849557630987416
CLCN5,0.062149604740837736,0.8490975269656141,0.3018049460687718,-0.06530785365978065,0.2040898525807698,-0.04792544217695986,0.21345568912578058,0.4269113782515553,-0.07513950022215399,-0.030642435725767265,-0.07323956062355046,0.11216978140543675,0.22433956281087455,-0.09601626803377983,-0.05229546385453598,-0.07188654604101243,-0.031003737015543154,-0.05656740612859829,-0.04260931814735637,-0.052173652700906334,-0.047127837549549606
CLCN6,0.02617889687014592,0.6680725972053836,0.6638548055892333,-0.05034851953603948,0.18025189784928844,0.06229675201646166,0.8492307707483052,0.3015384585033901,-0.0623725636802965,0.24131656409482138,0.09281250614442602,0.9383477926306744,0.12330441473865134,-0.06785980872315496,0.32272646646308384,-0.055223271857067054,0.26257105407487796,0.010212368511967445,0.10525989862933689,0.03545862378712909,0.08618908125888512
CLDN11,0.7295562072085462,1.0,1.8979530220111647e-47,-0.06963059637857943,0.9194241414755113,-0.030584023093232125,0.3061348157697821,0.6122696315395648,-0.08717772080540431,0.05990061195877174,-0.07811217269306342,0.09746224324974284,0.19492448649948427,-0.1593764012234325,0.028247811738560308,-0.08970868679031298,0.05118462377047449,-0.05506432649322112,-0.0010106250428322128,-0.04167578821975847,-0.01886360465800381
