,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d22_t30_ct100_correlation,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d33_t30_ct100_correlation,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d44_t30_ct100_correlation,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d23_t30_ct100_correlation,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d24_t30_ct100_correlation,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d22_t30_ct1000_correlation,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d33_t30_ct1000_correlation,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d44_t30_ct1000_correlation,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d23_t30_ct1000_correlation,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR222_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d22_t30_ct100_correlation,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d33_t30_ct100_correlation,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d44_t30_ct100_correlation,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d23_t30_ct100_correlation,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d24_t30_ct100_correlation,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d44_t30_ct1000_correlation,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_correlation,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_correlation,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_correlation,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d22_t30_ct10000_correlation,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_correlation,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_correlation,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_correlation,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_correlation
ACADVL,OPTIMAL,0.0,0,-0.33612989614188954,OPTIMAL,0.0009999275207519531,2,-0.06333785897332304,OPTIMAL,0.003000020980834961,17,0.266114301630072,OPTIMAL,0.006999969482421875,46,-0.21846083176315517,CUT_LIMIT,0.06200003623962402,100,,OPTIMAL,0.0,0,-0.33612989614188954,OPTIMAL,0.0,2,-0.06333785897332304,OPTIMAL,0.0020003318786621094,17,0.266114301630072,OPTIMAL,0.003999948501586914,46,-0.21846083176315517,OPTIMAL,0.2890017032623291,272,0.9811088204287478,OPTIMAL,0.0,0,-0.1121339755502667,OPTIMAL,0.0,4,-0.12479986339354114,CUT_LIMIT,0.012000322341918945,100,,OPTIMAL,0.004999876022338867,31,-1.0000000046751392,CUT_LIMIT,0.03299999237060547,100,,CUT_LIMIT,0.3390007019042969,1000,,OPTIMAL,0.0,4,-0.12479986339354114,OPTIMAL,0.0,0,-0.1121339755502667,OPTIMAL,0.004999876022338867,31,-1.0000000046751392,CUT_LIMIT,0.6380007266998291,1000,,OPTIMAL,0.0,0,-0.1121339755502667,OPTIMAL,0.002000093460083008,4,-0.12479986339354114,TOTAL_TIME_LIMIT,30.004014253616333,8875,,OPTIMAL,0.0009999275207519531,31,-1.0000000046751392,TOTAL_TIME_LIMIT,30.00399374961853,8361,
ACAP1,OPTIMAL,0.0,0,-0.22671077169853499,OPTIMAL,0.0,6,-0.05643809457647511,CUT_LIMIT,0.012999534606933594,100,,OPTIMAL,0.0009999275207519531,27,-1.0000000146845818,CUT_LIMIT,0.05800056457519531,100,,OPTIMAL,0.0009999275207519531,0,-0.22671077169853499,OPTIMAL,0.0,6,-0.05643809457647511,CUT_LIMIT,0.42799997329711914,1000,,OPTIMAL,0.0030002593994140625,27,-1.0000000146845818,OPTIMAL,0.13499999046325684,199,-0.9476478106129562,OPTIMAL,0.0,0,-0.05381506870794937,OPTIMAL,0.0,6,0.4013112130509773,CUT_LIMIT,0.009000062942504883,100,,OPTIMAL,0.0,22,-1.0000000001330207,OPTIMAL,0.023000240325927734,97,-0.968310791416042,CUT_LIMIT,0.37399840354919434,1000,,OPTIMAL,0.002000093460083008,6,0.4013112130509773,OPTIMAL,0.0,0,-0.05381506870794937,OPTIMAL,0.003999948501586914,22,-1.0000000001330207,OPTIMAL,0.02499985694885254,97,-0.968310791416042,OPTIMAL,0.0010001659393310547,0,-0.05381506870794937,OPTIMAL,0.0010001659393310547,6,0.4013112130509773,TOTAL_TIME_LIMIT,30.002998113632202,8349,,OPTIMAL,0.0010001659393310547,22,-1.0000000001330207,OPTIMAL,0.03500056266784668,97,-0.968310791416042
ACAP2,OPTIMAL,0.0,0,-0.4679859041215323,OPTIMAL,0.0,2,-0.1869930426654379,OPTIMAL,0.0010001659393310547,22,-0.00824389943449196,OPTIMAL,0.003000020980834961,40,-0.049595007482806375,CUT_LIMIT,0.057999372482299805,100,,OPTIMAL,0.0,0,-0.4679859041215323,OPTIMAL,0.0,2,-0.1869930426654379,OPTIMAL,0.0029997825622558594,22,-0.00824389943449196,OPTIMAL,0.0009999275207519531,40,-0.049595007482806375,CUT_LIMIT,0.6540000438690186,1000,,OPTIMAL,0.0,0,-0.15734359890774188,OPTIMAL,0.0,7,0.15346625855004747,CUT_LIMIT,0.013001203536987305,100,,OPTIMAL,0.002000093460083008,23,-1.0000002639416241,CUT_LIMIT,0.03500103950500488,100,,CUT_LIMIT,0.45999646186828613,1000,,OPTIMAL,0.0009999275207519531,7,0.15346625855004747,OPTIMAL,0.0,0,-0.15734359890774188,OPTIMAL,0.0019998550415039062,23,-1.0000002639416241,OPTIMAL,0.10400080680847168,176,-0.9872545736089087,OPTIMAL,0.0,0,-0.15734359890774188,OPTIMAL,0.0,7,0.15346625855004747,TOTAL_TIME_LIMIT,30.004010915756226,8702,,OPTIMAL,0.002000093460083008,23,-1.0000002639416241,OPTIMAL,0.08699941635131836,176,-0.9872545736089087
ACAP3,OPTIMAL,0.0,0,-0.2430152411660468,OPTIMAL,0.0,3,-0.15410385270004628,CUT_LIMIT,0.011999845504760742,100,,OPTIMAL,0.002000093460083008,27,-1.0000011635711104,CUT_LIMIT,0.026999473571777344,100,,OPTIMAL,0.0,0,-0.2430152411660468,OPTIMAL,0.0,3,-0.15410385270004628,CUT_LIMIT,0.3560004234313965,1000,,OPTIMAL,0.003000020980834961,27,-1.0000011635711104,OPTIMAL,0.0429990291595459,122,-0.983912238921172,OPTIMAL,0.0,0,-0.06328265155938881,OPTIMAL,0.0010001659393310547,3,-0.06170320761739449,OPTIMAL,0.0009999275207519531,8,-0.6538241001320875,OPTIMAL,0.0019998550415039062,18,-1.0000000652494534,OPTIMAL,0.00599980354309082,22,-1.0000010335835525,OPTIMAL,0.0,8,-0.6538241001320875,OPTIMAL,0.0,3,-0.06170320761739449,OPTIMAL,0.0,0,-0.06328265155938881,OPTIMAL,0.002000093460083008,18,-1.0000000652494534,OPTIMAL,0.0029997825622558594,22,-1.0000010335835525,OPTIMAL,0.0,0,-0.06328265155938881,OPTIMAL,0.0009999275207519531,3,-0.06170320761739449,OPTIMAL,0.0,8,-0.6538241001320875,OPTIMAL,0.002000093460083008,18,-1.0000000652494534,OPTIMAL,0.003999948501586914,22,-1.0000010335835525
ACAT1,OPTIMAL,0.0,0,-0.4444810316939377,OPTIMAL,0.0,2,-0.0932115804216423,OPTIMAL,0.002000093460083008,16,0.15218700377830324,OPTIMAL,0.004000186920166016,45,0.8123694472042162,CUT_LIMIT,0.03500032424926758,100,,OPTIMAL,0.0010001659393310547,0,-0.4444810316939377,OPTIMAL,0.0,2,-0.0932115804216423,OPTIMAL,0.0009999275207519531,16,0.15218700377830324,OPTIMAL,0.004000186920166016,45,0.8123694472042162,OPTIMAL,0.3950002193450928,522,0.870231561807119,OPTIMAL,0.0009999275207519531,0,-0.18028637682873275,OPTIMAL,0.003000020980834961,14,0.01269084470979474,OPTIMAL,0.003000020980834961,21,0.033755344144458584,OPTIMAL,0.0,22,-1.0000061797376987,CUT_LIMIT,0.059999942779541016,100,,OPTIMAL,0.0009999275207519531,21,0.033755344144458584,OPTIMAL,0.002000093460083008,14,0.01269084470979474,OPTIMAL,0.0,0,-0.18028637682873275,OPTIMAL,0.005000114440917969,22,-1.0000061797376987,OPTIMAL,0.03600001335144043,117,-0.9998895846521596,OPTIMAL,0.0,0,-0.18028637682873275,OPTIMAL,0.0009999275207519531,14,0.01269084470979474,OPTIMAL,0.0030002593994140625,21,0.033755344144458584,OPTIMAL,0.0029997825622558594,22,-1.0000061797376987,OPTIMAL,0.04999971389770508,117,-0.9998895846521596
ACAT2,OPTIMAL,0.0,0,-0.5360494304505364,OPTIMAL,0.0010001659393310547,3,-0.21567551372904484,OPTIMAL,0.005000114440917969,30,0.06565451720259348,OPTIMAL,0.003999948501586914,44,0.46534366159546986,CUT_LIMIT,0.06000113487243652,100,,OPTIMAL,0.0,0,-0.5360494304505364,OPTIMAL,0.0009999275207519531,3,-0.21567551372904484,OPTIMAL,0.004000186920166016,30,0.06565451720259348,OPTIMAL,0.005000114440917969,44,0.46534366159546986,CUT_LIMIT,3.886997938156128,1000,,OPTIMAL,0.0,0,-0.2053409800928551,OPTIMAL,0.0,5,0.02656222841902302,OPTIMAL,0.004000186920166016,42,0.9282839352055829,OPTIMAL,0.0010001659393310547,30,-1.0000000027226608,CUT_LIMIT,0.033000946044921875,100,,OPTIMAL,0.00500035285949707,42,0.9282839352055829,OPTIMAL,0.0,5,0.02656222841902302,OPTIMAL,0.0009999275207519531,0,-0.2053409800928551,OPTIMAL,0.004000186920166016,30,-1.0000000027226608,OPTIMAL,0.10800027847290039,212,-0.999844193780106,OPTIMAL,0.0,0,-0.2053409800928551,OPTIMAL,0.0019998550415039062,5,0.02656222841902302,OPTIMAL,0.004999876022338867,42,0.9282839352055829,OPTIMAL,0.0010001659393310547,30,-1.0000000027226608,OPTIMAL,0.12800025939941406,212,-0.999844193780106
ACBD3,OPTIMAL,0.0,0,-0.4408212926381104,OPTIMAL,0.002000093460083008,2,-0.1396951957135285,OPTIMAL,0.01399993896484375,56,-0.05045604290554194,OPTIMAL,0.002000093460083008,31,-1.0000000360078691,CUT_LIMIT,0.048000335693359375,100,,OPTIMAL,0.0009999275207519531,0,-0.4408212926381104,OPTIMAL,0.0,2,-0.1396951957135285,OPTIMAL,0.005000114440917969,56,-0.05045604290554194,OPTIMAL,0.0029997825622558594,31,-1.0000000360078691,CUT_LIMIT,4.769002676010132,1000,,OPTIMAL,0.0,0,-0.15688661528331477,OPTIMAL,0.0,5,-0.19787996326522078,OPTIMAL,0.002000093460083008,43,0.41126992050620464,OPTIMAL,0.0030002593994140625,42,1.0000000000001257,CUT_LIMIT,0.03700065612792969,100,,OPTIMAL,0.006000518798828125,43,0.41126992050620464,OPTIMAL,0.0,5,-0.19787996326522078,OPTIMAL,0.0,0,-0.15688661528331477,OPTIMAL,0.007999658584594727,42,1.0000000000001257,OPTIMAL,0.05499887466430664,128,1.0000000011228662,OPTIMAL,0.0009999275207519531,0,-0.15688661528331477,OPTIMAL,0.0,5,-0.19787996326522078,OPTIMAL,0.0010001659393310547,43,0.41126992050620464,OPTIMAL,0.004999637603759766,42,1.0000000000001257,OPTIMAL,0.062000274658203125,128,1.0000000011228662
ACBD5,OPTIMAL,0.0009999275207519531,0,-0.2932630226039009,OPTIMAL,0.002000093460083008,2,-0.15658979199436338,OPTIMAL,0.003000020980834961,28,0.05301423328316401,OPTIMAL,0.005000114440917969,34,-0.7845506730375338,CUT_LIMIT,0.0559999942779541,100,,OPTIMAL,0.0,0,-0.2932630226039009,OPTIMAL,0.0,2,-0.15658979199436338,OPTIMAL,0.0019998550415039062,28,0.05301423328316401,OPTIMAL,0.003000020980834961,34,-0.7845506730375338,OPTIMAL,0.07200050354003906,131,-0.5288123097641793,OPTIMAL,0.0,0,-0.09573130747680857,OPTIMAL,0.0,3,-0.08384185209675558,CUT_LIMIT,0.011999845504760742,100,,OPTIMAL,0.0009999275207519531,23,-1.0000000279303038,OPTIMAL,0.023999691009521484,90,-0.7972825327806449,CUT_LIMIT,0.39300036430358887,1000,,OPTIMAL,0.0,3,-0.08384185209675558,OPTIMAL,0.0,0,-0.09573130747680857,OPTIMAL,0.003999948501586914,23,-1.0000000279303038,OPTIMAL,0.018000125885009766,90,-0.7972825327806449,OPTIMAL,0.0,0,-0.09573130747680857,OPTIMAL,0.0,3,-0.08384185209675558,TOTAL_TIME_LIMIT,30.00399112701416,9107,,OPTIMAL,0.0009999275207519531,23,-1.0000000279303038,OPTIMAL,0.017000198364257812,90,-0.7972825327806449
ACBD6,OPTIMAL,0.0009999275207519531,0,-0.3857495730507871,OPTIMAL,0.0,2,-0.09673893644078059,CUT_LIMIT,0.013000249862670898,100,,OPTIMAL,0.005000114440917969,34,-0.1154007036025132,CUT_LIMIT,0.06599998474121094,100,,OPTIMAL,0.0,0,-0.3857495730507871,OPTIMAL,0.0,2,-0.09673893644078059,CUT_LIMIT,0.33300137519836426,1000,,OPTIMAL,0.003000020980834961,34,-0.1154007036025132,OPTIMAL,1.0290021896362305,526,0.1271515652807333,OPTIMAL,0.0,0,-0.14896713079539278,OPTIMAL,0.0010001659393310547,7,0.11109829182916849,OPTIMAL,0.0069997310638427734,30,0.16292292101554048,OPTIMAL,0.004999876022338867,34,-1.0000000015410204,CUT_LIMIT,0.031999826431274414,100,,OPTIMAL,0.0039997100830078125,30,0.16292292101554048,OPTIMAL,0.0,7,0.11109829182916849,OPTIMAL,0.0,0,-0.14896713079539278,OPTIMAL,0.0009999275207519531,34,-1.0000000015410204,OPTIMAL,0.03600001335144043,136,-0.6401480001761926,OPTIMAL,0.0,0,-0.14896713079539278,OPTIMAL,0.0,7,0.11109829182916849,OPTIMAL,0.007000446319580078,30,0.16292292101554048,OPTIMAL,0.003999948501586914,34,-1.0000000015410204,OPTIMAL,0.0559999942779541,136,-0.6401480001761926
ACD,OPTIMAL,0.0009999275207519531,0,-0.24947919908304012,OPTIMAL,0.0,6,0.09416109795352356,OPTIMAL,0.014000177383422852,74,0.16489104673495636,OPTIMAL,0.0009999275207519531,37,-1.0000000002185963,CUT_LIMIT,0.059000253677368164,100,,OPTIMAL,0.0009999275207519531,0,-0.24947919908304012,OPTIMAL,0.0,6,0.09416109795352356,OPTIMAL,0.025000333786010742,74,0.16489104673495636,OPTIMAL,0.0009999275207519531,37,-1.0000000002185963,OPTIMAL,1.502000331878662,677,-0.7156147124397351,OPTIMAL,0.0,0,-0.08489534551727917,OPTIMAL,0.0,3,-0.08518088949644533,OPTIMAL,0.009999275207519531,55,-0.015072324646527776,OPTIMAL,0.0,23,-1.000000000811588,CUT_LIMIT,0.02400064468383789,100,,OPTIMAL,0.013999462127685547,55,-0.015072324646527776,OPTIMAL,0.0,3,-0.08518088949644533,OPTIMAL,0.0,0,-0.08489534551727917,OPTIMAL,0.0,23,-1.000000000811588,OPTIMAL,0.029999971389770508,103,-0.921234445942351,OPTIMAL,0.0,0,-0.08489534551727917,OPTIMAL,0.0,3,-0.08518088949644533,OPTIMAL,0.012000083923339844,55,-0.015072324646527776,OPTIMAL,0.003000020980834961,23,-1.000000000811588,OPTIMAL,0.026999711990356445,103,-0.921234445942351
ACER3,OPTIMAL,0.0,0,-0.3592872305484935,OPTIMAL,0.0,3,-0.191552231645534,OPTIMAL,0.002000093460083008,36,0.05205373647088066,OPTIMAL,0.0039997100830078125,47,-0.4111278802916397,CUT_LIMIT,0.05500054359436035,100,,OPTIMAL,0.0009999275207519531,0,-0.3592872305484935,OPTIMAL,0.0,3,-0.191552231645534,OPTIMAL,0.0019998550415039062,36,0.05205373647088066,OPTIMAL,0.00599980354309082,47,-0.4111278802916397,OPTIMAL,2.385000705718994,880,-0.1340795336074277,OPTIMAL,0.0,0,-0.12032323356305855,OPTIMAL,0.0,14,-0.050996598602437056,OPTIMAL,0.006999492645263672,42,-0.04846291869478427,OPTIMAL,0.0019998550415039062,24,-1.000000000409749,CUT_LIMIT,0.03599953651428223,100,,OPTIMAL,0.007999897003173828,42,-0.04846291869478427,OPTIMAL,0.0,14,-0.050996598602437056,OPTIMAL,0.0,0,-0.12032323356305855,OPTIMAL,0.0010001659393310547,24,-1.000000000409749,OPTIMAL,0.10799884796142578,212,0.9309093481559194,OPTIMAL,0.0,0,-0.12032323356305855,OPTIMAL,0.0070002079010009766,14,-0.050996598602437056,OPTIMAL,0.004999876022338867,42,-0.04846291869478427,OPTIMAL,0.006000041961669922,24,-1.000000000409749,OPTIMAL,0.08299922943115234,212,0.9309093481559194
ACIN1,OPTIMAL,0.0,0,-0.4641321958836718,OPTIMAL,0.0,2,-0.18709853676408664,OPTIMAL,0.003000020980834961,28,0.15431868423531364,OPTIMAL,0.006000041961669922,38,-0.8282817858480019,CUT_LIMIT,0.05499911308288574,100,,OPTIMAL,0.0,0,-0.4641321958836718,OPTIMAL,0.0,2,-0.18709853676408664,OPTIMAL,0.005000114440917969,28,0.15431868423531364,OPTIMAL,0.00599980354309082,38,-0.8282817858480019,OPTIMAL,1.3680002689361572,774,0.8979016844087216,OPTIMAL,0.0,0,-0.19886201893391278,OPTIMAL,0.0009999275207519531,7,-0.018855497539483207,CUT_LIMIT,0.015000104904174805,100,,OPTIMAL,0.004999637603759766,32,-1.0000000195990215,CUT_LIMIT,0.040999412536621094,100,,CUT_LIMIT,0.3319988250732422,1000,,OPTIMAL,0.0009999275207519531,7,-0.018855497539483207,OPTIMAL,0.0,0,-0.19886201893391278,OPTIMAL,0.0060002803802490234,32,-1.0000000195990215,CUT_LIMIT,0.5670013427734375,1000,,OPTIMAL,0.0,0,-0.19886201893391278,OPTIMAL,0.0009999275207519531,7,-0.018855497539483207,TOTAL_TIME_LIMIT,30.006000518798828,8729,,OPTIMAL,0.006000041961669922,32,-1.0000000195990215,TOTAL_TIME_LIMIT,30.013988733291626,8453,
ACLY,OPTIMAL,0.0,0,-0.4927443157293177,OPTIMAL,0.0,2,-0.05108192197752742,CUT_LIMIT,0.006999969482421875,100,,OPTIMAL,0.0030002593994140625,44,1.0000108559096585,CUT_LIMIT,0.053999900817871094,100,,OPTIMAL,0.0,0,-0.4927443157293177,OPTIMAL,0.0,2,-0.05108192197752742,CUT_LIMIT,0.3639991283416748,1000,,OPTIMAL,0.004000186920166016,44,1.0000108559096585,CUT_LIMIT,0.7780044078826904,1000,,OPTIMAL,0.0,0,-0.22384217842550927,OPTIMAL,0.003000020980834961,4,-0.19423714086273805,OPTIMAL,0.013999700546264648,93,0.03164812871312599,OPTIMAL,0.006999969482421875,41,-1.0000002714697327,CUT_LIMIT,0.03900027275085449,100,,OPTIMAL,0.00599980354309082,93,0.03164812871312599,OPTIMAL,0.0,4,-0.19423714086273805,OPTIMAL,0.0,0,-0.22384217842550927,OPTIMAL,0.003000020980834961,41,-1.0000002714697327,CUT_LIMIT,0.9080009460449219,1000,,OPTIMAL,0.0,0,-0.22384217842550927,OPTIMAL,0.0,4,-0.19423714086273805,OPTIMAL,0.012999534606933594,93,0.03164812871312599,OPTIMAL,0.003000020980834961,41,-1.0000002714697327,TOTAL_TIME_LIMIT,30.002004384994507,5885,
ACO1,OPTIMAL,0.0,0,-0.355024787815987,OPTIMAL,0.0009999275207519531,2,-0.08230906157054467,CUT_LIMIT,0.01300048828125,100,,OPTIMAL,0.006999969482421875,47,-0.477257480386175,CUT_LIMIT,0.05800008773803711,100,,OPTIMAL,0.0,0,-0.355024787815987,OPTIMAL,0.0,2,-0.08230906157054467,CUT_LIMIT,0.3969991207122803,1000,,OPTIMAL,0.0019998550415039062,47,-0.477257480386175,CUT_LIMIT,1.480999231338501,1000,,OPTIMAL,0.0,0,-0.10980199552157521,OPTIMAL,0.0,6,-0.14181147291395102,OPTIMAL,0.004999637603759766,33,0.10949329839841791,OPTIMAL,0.0009999275207519531,30,-1.000000020836489,OPTIMAL,0.026000022888183594,91,-0.9998601248147264,OPTIMAL,0.0070002079010009766,33,0.10949329839841791,OPTIMAL,0.0,6,-0.14181147291395102,OPTIMAL,0.0,0,-0.10980199552157521,OPTIMAL,0.003000020980834961,30,-1.000000020836489,OPTIMAL,0.021999835968017578,91,-0.9998601248147264,OPTIMAL,0.0,0,-0.10980199552157521,OPTIMAL,0.0,6,-0.14181147291395102,OPTIMAL,0.0019998550415039062,33,0.10949329839841791,OPTIMAL,0.003000497817993164,30,-1.000000020836489,OPTIMAL,0.03200030326843262,91,-0.9998601248147264
ACO2,OPTIMAL,0.0,0,-0.2836749470633112,OPTIMAL,0.0,4,-0.15352185580054228,OPTIMAL,0.00700068473815918,76,-0.048403237551312484,OPTIMAL,0.0019998550415039062,43,-0.9163060133617833,CUT_LIMIT,0.042999982833862305,100,,OPTIMAL,0.0010001659393310547,0,-0.2836749470633112,OPTIMAL,0.0019998550415039062,4,-0.15352185580054228,OPTIMAL,0.01699972152709961,76,-0.048403237551312484,OPTIMAL,0.0030002593994140625,43,-0.9163060133617833,OPTIMAL,0.06499981880187988,140,-0.3064098655968726,OPTIMAL,0.0,0,-0.075114866124321,OPTIMAL,0.0009999275207519531,3,-0.07273334295480319,OPTIMAL,0.0,8,-0.5783079343051183,OPTIMAL,0.0,11,-1.000000022456742,OPTIMAL,0.004000186920166016,27,-1.0000007451667927,OPTIMAL,0.0,8,-0.5783079343051183,OPTIMAL,0.0,3,-0.07273334295480319,OPTIMAL,0.0,0,-0.075114866124321,OPTIMAL,0.0010001659393310547,11,-1.000000022456742,OPTIMAL,0.004999876022338867,27,-1.0000007451667927,OPTIMAL,0.0,0,-0.075114866124321,OPTIMAL,0.0,3,-0.07273334295480319,OPTIMAL,0.0010001659393310547,8,-0.5783079343051183,OPTIMAL,0.0,11,-1.000000022456742,OPTIMAL,0.005000114440917969,27,-1.0000007451667927
ACOT1,OPTIMAL,0.0,0,-0.29261631489540435,OPTIMAL,0.0009999275207519531,2,-0.10547790700579032,OPTIMAL,0.004999876022338867,31,0.13868224118152128,OPTIMAL,0.01800060272216797,47,1.0000000154060757,CUT_LIMIT,0.09200000762939453,100,,OPTIMAL,0.0,0,-0.29261631489540435,OPTIMAL,0.0,2,-0.10547790700579032,OPTIMAL,0.003000020980834961,31,0.13868224118152128,OPTIMAL,0.003000020980834961,47,1.0000000154060757,OPTIMAL,0.1549985408782959,179,1.0000000001518123,OPTIMAL,0.0010001659393310547,0,-0.0855488285093829,OPTIMAL,0.0010001659393310547,3,-0.06770681429764876,OPTIMAL,0.0020003318786621094,32,-0.06831337292661008,OPTIMAL,0.0,21,-1.0000008796109918,CUT_LIMIT,0.029999732971191406,100,,OPTIMAL,0.01699995994567871,32,-0.06831337292661008,OPTIMAL,0.0,3,-0.06770681429764876,OPTIMAL,0.0,0,-0.0855488285093829,OPTIMAL,0.0009999275207519531,21,-1.0000008796109918,CUT_LIMIT,0.6900036334991455,1000,,OPTIMAL,0.0,0,-0.0855488285093829,OPTIMAL,0.0,3,-0.06770681429764876,OPTIMAL,0.003999948501586914,32,-0.06831337292661008,OPTIMAL,0.0019998550415039062,21,-1.0000008796109918,TOTAL_TIME_LIMIT,30.004993438720703,8419,
ACOT13,OPTIMAL,0.0,0,-0.46424089450004097,OPTIMAL,0.0,2,-0.20472676421312777,OPTIMAL,0.004000186920166016,30,0.007408128457635359,OPTIMAL,0.004999876022338867,51,-1.0000005574576856,OPTIMAL,0.05800032615661621,97,-0.8432445146573235,OPTIMAL,0.0,0,-0.46424089450004097,OPTIMAL,0.0009999275207519531,2,-0.20472676421312777,OPTIMAL,0.004999876022338867,30,0.007408128457635359,OPTIMAL,0.005000591278076172,51,-1.0000005574576856,OPTIMAL,0.02499985694885254,97,-0.8432445146573235,OPTIMAL,0.0,0,-0.16139400409452417,OPTIMAL,0.0010001659393310547,5,-0.05993364881240967,OPTIMAL,0.003999948501586914,26,-0.09913649129877228,OPTIMAL,0.009000301361083984,39,-1.0000001958927314,CUT_LIMIT,0.02400064468383789,100,,OPTIMAL,0.005999565124511719,26,-0.09913649129877228,OPTIMAL,0.0,5,-0.05993364881240967,OPTIMAL,0.0,0,-0.16139400409452417,OPTIMAL,0.0070002079010009766,39,-1.0000001958927314,OPTIMAL,0.02200031280517578,107,-0.9649010621849076,OPTIMAL,0.0,0,-0.16139400409452417,OPTIMAL,0.0009999275207519531,5,-0.05993364881240967,OPTIMAL,0.004000186920166016,26,-0.09913649129877228,OPTIMAL,0.0060007572174072266,39,-1.0000001958927314,OPTIMAL,0.03600049018859863,107,-0.9649010621849076
ACOT2,OPTIMAL,0.0010001659393310547,0,-0.2649667229283705,OPTIMAL,0.0,2,-0.1128965759191606,OPTIMAL,0.004999876022338867,56,-0.11167925730831005,OPTIMAL,0.002000093460083008,43,0.5716752011009963,CUT_LIMIT,0.08499956130981445,100,,OPTIMAL,0.0,0,-0.2649667229283705,OPTIMAL,0.0,2,-0.1128965759191606,OPTIMAL,0.003999948501586914,56,-0.11167925730831005,OPTIMAL,0.005000114440917969,43,0.5716752011009963,CUT_LIMIT,1.7049977779388428,1000,,OPTIMAL,0.0,0,-0.09380772343766319,OPTIMAL,0.0,3,-0.08036602332653447,OPTIMAL,0.0029997825622558594,18,0.11377755343399004,OPTIMAL,0.005000114440917969,32,-1.0000011229623085,OPTIMAL,0.02400040626525879,90,-0.11114275210947584,OPTIMAL,0.0030002593994140625,18,0.11377755343399004,OPTIMAL,0.0010001659393310547,3,-0.08036602332653447,OPTIMAL,0.0,0,-0.09380772343766319,OPTIMAL,0.0019998550415039062,32,-1.0000011229623085,OPTIMAL,0.0279996395111084,90,-0.11114275210947584,OPTIMAL,0.0,0,-0.09380772343766319,OPTIMAL,0.0,3,-0.08036602332653447,OPTIMAL,0.0019998550415039062,18,0.11377755343399004,OPTIMAL,0.002000093460083008,32,-1.0000011229623085,OPTIMAL,0.020000219345092773,90,-0.11114275210947584
