,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d22_t30_ct100_correlation,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d33_t30_ct100_correlation,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d44_t30_ct100_correlation,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d23_t30_ct100_correlation,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d24_t30_ct100_correlation,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d22_t30_ct1000_correlation,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d33_t30_ct1000_correlation,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d44_t30_ct1000_correlation,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d23_t30_ct1000_correlation,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR222_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d22_t30_ct100_correlation,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d33_t30_ct100_correlation,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d44_t30_ct100_correlation,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d23_t30_ct100_correlation,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d24_t30_ct100_correlation,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d44_t30_ct1000_correlation,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_correlation,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_correlation,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_correlation,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d22_t30_ct10000_correlation,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_correlation,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_correlation,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_correlation,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_correlation
ATAD5,OPTIMAL,0.0009999275207519531,0,-0.3577541063988799,OPTIMAL,0.0009999275207519531,2,-0.07895906833263483,OPTIMAL,0.004999876022338867,36,0.05310073829918494,OPTIMAL,0.0009999275207519531,34,-0.284938003826058,CUT_LIMIT,0.061000823974609375,100,,OPTIMAL,0.0,0,-0.3577541063988799,OPTIMAL,0.0,2,-0.07895906833263483,OPTIMAL,0.0060002803802490234,36,0.05310073829918494,OPTIMAL,0.004000186920166016,34,-0.284938003826058,CUT_LIMIT,1.5170016288757324,1000,,OPTIMAL,0.0,0,-0.1089159584136438,OPTIMAL,0.002000093460083008,3,-0.07767902261447054,OPTIMAL,0.0019998550415039062,29,-0.06546096267257966,OPTIMAL,0.0009999275207519531,23,-1.0000000069001878,CUT_LIMIT,0.018000125885009766,100,,OPTIMAL,0.003000020980834961,29,-0.06546096267257966,OPTIMAL,0.0,3,-0.07767902261447054,OPTIMAL,0.0,0,-0.1089159584136438,OPTIMAL,0.0020003318786621094,23,-1.0000000069001878,OPTIMAL,0.031000137329101562,103,-0.9286737470277726,OPTIMAL,0.0,0,-0.1089159584136438,OPTIMAL,0.0,3,-0.07767902261447054,OPTIMAL,0.0010001659393310547,29,-0.06546096267257966,OPTIMAL,0.002000093460083008,23,-1.0000000069001878,OPTIMAL,0.03600001335144043,103,-0.9286737470277726
ATAT1,OPTIMAL,0.0009999275207519531,0,-0.2553121530351304,OPTIMAL,0.0,6,-0.008189264383081592,OPTIMAL,0.0010001659393310547,21,-0.008565017816542344,OPTIMAL,0.002000093460083008,40,-0.7199498229275534,CUT_LIMIT,0.02899956703186035,100,,OPTIMAL,0.0,0,-0.2553121530351304,OPTIMAL,0.0,6,-0.008189264383081592,OPTIMAL,0.0029997825622558594,21,-0.008565017816542344,OPTIMAL,0.004000186920166016,40,-0.7199498229275534,OPTIMAL,0.04699969291687012,121,-0.9955926284205864,OPTIMAL,0.0,0,-0.06016535598340263,OPTIMAL,0.0,3,-0.06349075180840008,OPTIMAL,0.0009999275207519531,8,-0.514702725478405,OPTIMAL,0.0009999275207519531,10,-1.000000047806844,OPTIMAL,0.003000020980834961,24,-1.0000001772844058,OPTIMAL,0.002000093460083008,8,-0.514702725478405,OPTIMAL,0.0,3,-0.06349075180840008,OPTIMAL,0.0,0,-0.06016535598340263,OPTIMAL,0.0009999275207519531,10,-1.000000047806844,OPTIMAL,0.0019998550415039062,24,-1.0000001772844058,OPTIMAL,0.0,0,-0.06016535598340263,OPTIMAL,0.0009999275207519531,3,-0.06349075180840008,OPTIMAL,0.0,8,-0.514702725478405,OPTIMAL,0.0009999275207519531,10,-1.000000047806844,OPTIMAL,0.002000093460083008,24,-1.0000001772844058
ATE1,OPTIMAL,0.0,0,-0.3455923064957092,OPTIMAL,0.0009999275207519531,3,-0.1777282821215114,OPTIMAL,0.003000020980834961,25,0.09937773865474882,OPTIMAL,0.0029997825622558594,42,-0.6578932632184549,CUT_LIMIT,0.03900027275085449,100,,OPTIMAL,0.0,0,-0.3455923064957092,OPTIMAL,0.0,3,-0.1777282821215114,OPTIMAL,0.0,25,0.09937773865474882,OPTIMAL,0.004999876022338867,42,-0.6578932632184549,CUT_LIMIT,3.3089985847473145,1000,,OPTIMAL,0.0,0,-0.11825925983680383,OPTIMAL,0.0,13,-0.01228648387944645,OPTIMAL,0.0,19,0.02833082394641061,OPTIMAL,0.003999948501586914,26,-1.0000007558715278,CUT_LIMIT,0.03200078010559082,100,,OPTIMAL,0.003999948501586914,19,0.02833082394641061,OPTIMAL,0.0009999275207519531,13,-0.01228648387944645,OPTIMAL,0.0,0,-0.11825925983680383,OPTIMAL,0.002000093460083008,26,-1.0000007558715278,OPTIMAL,0.03699970245361328,118,-0.8886236870689722,OPTIMAL,0.0,0,-0.11825925983680383,OPTIMAL,0.0009999275207519531,13,-0.01228648387944645,OPTIMAL,0.003000020980834961,19,0.02833082394641061,OPTIMAL,0.004000186920166016,26,-1.0000007558715278,OPTIMAL,0.026000499725341797,118,-0.8886236870689722
ATF1,OPTIMAL,0.0,0,-0.3691607473277679,OPTIMAL,0.003999948501586914,14,-0.04072177450118796,OPTIMAL,0.004000186920166016,31,0.09399415432439447,OPTIMAL,0.0039997100830078125,44,-0.3117805759489221,OPTIMAL,0.020000219345092773,77,-0.9447168771764138,OPTIMAL,0.0,0,-0.3691607473277679,OPTIMAL,0.003999948501586914,14,-0.04072177450118796,OPTIMAL,0.006000041961669922,31,0.09399415432439447,OPTIMAL,0.003999948501586914,44,-0.3117805759489221,OPTIMAL,0.023000478744506836,77,-0.9447168771764138,OPTIMAL,0.0,0,-0.1162866044208534,OPTIMAL,0.0019998550415039062,14,-0.07659862454200564,OPTIMAL,0.005999565124511719,44,-0.06640621552691177,OPTIMAL,0.0009999275207519531,19,-1.000000931947835,CUT_LIMIT,0.025999784469604492,100,,OPTIMAL,0.0030002593994140625,44,-0.06640621552691177,OPTIMAL,0.003000020980834961,14,-0.07659862454200564,OPTIMAL,0.0010001659393310547,0,-0.1162866044208534,OPTIMAL,0.005000114440917969,19,-1.000000931947835,OPTIMAL,0.06100010871887207,170,-0.4981270617670569,OPTIMAL,0.0,0,-0.1162866044208534,OPTIMAL,0.0019998550415039062,14,-0.07659862454200564,OPTIMAL,0.004999876022338867,44,-0.06640621552691177,OPTIMAL,0.0,19,-1.000000931947835,OPTIMAL,0.07899951934814453,170,-0.4981270617670569
ATF2,OPTIMAL,0.0,0,-0.30225199574839895,OPTIMAL,0.0,5,-0.0763670018396323,OPTIMAL,0.003999948501586914,39,-0.00630539481262183,OPTIMAL,0.003999948501586914,29,-1.0000000003191039,OPTIMAL,0.017999887466430664,82,-0.7912397136293841,OPTIMAL,0.0,0,-0.30225199574839895,OPTIMAL,0.0,5,-0.0763670018396323,OPTIMAL,0.006999969482421875,39,-0.00630539481262183,OPTIMAL,0.0010001659393310547,29,-1.0000000003191039,OPTIMAL,0.039999961853027344,82,-0.7912397136293841,OPTIMAL,0.0,0,-0.10257676981783555,OPTIMAL,0.0,4,-0.10041247337275123,OPTIMAL,0.00899958610534668,49,-0.044570301186921846,OPTIMAL,0.0010001659393310547,22,-1.0000000000127292,OPTIMAL,0.019999980926513672,91,-0.7385306248135008,OPTIMAL,0.009000062942504883,49,-0.044570301186921846,OPTIMAL,0.0,4,-0.10041247337275123,OPTIMAL,0.0,0,-0.10257676981783555,OPTIMAL,0.004999876022338867,22,-1.0000000000127292,OPTIMAL,0.02599930763244629,91,-0.7385306248135008,OPTIMAL,0.0010001659393310547,0,-0.10257676981783555,OPTIMAL,0.0009999275207519531,4,-0.10041247337275123,OPTIMAL,0.007999897003173828,49,-0.044570301186921846,OPTIMAL,0.002000093460083008,22,-1.0000000000127292,OPTIMAL,0.02200031280517578,91,-0.7385306248135008
ATF4,OPTIMAL,0.0,0,-0.5908696767924729,OPTIMAL,0.0,0,-0.04605345535426913,CUT_LIMIT,0.029000520706176758,100,,OPTIMAL,0.0039997100830078125,32,-0.7246335229156131,CUT_LIMIT,0.05899930000305176,100,,OPTIMAL,0.0,0,-0.5908696767924729,OPTIMAL,0.0010001659393310547,0,-0.04605345535426913,CUT_LIMIT,1.3039984703063965,1000,,OPTIMAL,0.002000093460083008,32,-0.7246335229156131,CUT_LIMIT,1.011997938156128,1000,,OPTIMAL,0.0,0,-0.27279765779358867,OPTIMAL,0.0009999275207519531,4,-0.19183617690637358,OPTIMAL,0.009000778198242188,64,-0.033191214423528674,OPTIMAL,0.0030002593994140625,30,-0.9909497974594077,CUT_LIMIT,0.042000532150268555,100,,OPTIMAL,0.009999752044677734,64,-0.033191214423528674,OPTIMAL,0.0,4,-0.19183617690637358,OPTIMAL,0.0,0,-0.27279765779358867,OPTIMAL,0.003999948501586914,30,-0.9909497974594077,OPTIMAL,0.14700031280517578,219,-0.8476712853765741,OPTIMAL,0.0,0,-0.27279765779358867,OPTIMAL,0.0,4,-0.19183617690637358,OPTIMAL,0.01199960708618164,64,-0.033191214423528674,OPTIMAL,0.0019998550415039062,30,-0.9909497974594077,OPTIMAL,0.12799930572509766,219,-0.8476712853765741
ATF5,OPTIMAL,0.0,0,-0.24903604924731812,OPTIMAL,0.0009999275207519531,6,-0.004784093533723971,OPTIMAL,0.0039997100830078125,21,0.07268874938913537,OPTIMAL,0.003000020980834961,50,-0.24903604924731812,CUT_LIMIT,0.06099963188171387,100,,OPTIMAL,0.0,0,-0.24903604924731812,OPTIMAL,0.002000093460083008,6,-0.004784093533723971,OPTIMAL,0.003999948501586914,21,0.07268874938913537,OPTIMAL,0.00500035285949707,50,-0.24903604924731812,CUT_LIMIT,2.8259987831115723,1000,,OPTIMAL,0.0009999275207519531,0,-0.0677166882304522,OPTIMAL,0.0010001659393310547,5,0.4131869214616729,OPTIMAL,0.0029997825622558594,24,0.4735668452045026,OPTIMAL,0.0010001659393310547,23,-1.0000000001008453,OPTIMAL,0.022000789642333984,92,-0.9098439858131552,OPTIMAL,0.0010001659393310547,24,0.4735668452045026,OPTIMAL,0.0,5,0.4131869214616729,OPTIMAL,0.0010001659393310547,0,-0.0677166882304522,OPTIMAL,0.0,23,-1.0000000001008453,OPTIMAL,0.017000198364257812,92,-0.9098439858131552,OPTIMAL,0.0,0,-0.0677166882304522,OPTIMAL,0.0010001659393310547,5,0.4131869214616729,OPTIMAL,0.0029997825622558594,24,0.4735668452045026,OPTIMAL,0.003999948501586914,23,-1.0000000001008453,OPTIMAL,0.0280001163482666,92,-0.9098439858131552
ATF6,OPTIMAL,0.0,0,-0.3670579634445097,OPTIMAL,0.0,5,-0.009115011835566124,OPTIMAL,0.0,11,0.1644609526656278,OPTIMAL,0.0010001659393310547,34,-0.0931173478842263,CUT_LIMIT,0.04700016975402832,100,,OPTIMAL,0.0,0,-0.3670579634445097,OPTIMAL,0.0,5,-0.009115011835566124,OPTIMAL,0.0,11,0.1644609526656278,OPTIMAL,0.003000020980834961,34,-0.0931173478842263,CUT_LIMIT,2.5969960689544678,1000,,OPTIMAL,0.0009999275207519531,0,-0.13153266774692962,OPTIMAL,0.0,6,-0.16458678388034245,OPTIMAL,0.004999876022338867,42,-0.12028758243987105,OPTIMAL,0.0009999275207519531,28,-1.0000000104226319,OPTIMAL,0.023999452590942383,92,-0.9847925571679904,OPTIMAL,0.006999969482421875,42,-0.12028758243987105,OPTIMAL,0.0010001659393310547,6,-0.16458678388034245,OPTIMAL,0.0,0,-0.13153266774692962,OPTIMAL,0.0029997825622558594,28,-1.0000000104226319,OPTIMAL,0.015999794006347656,92,-0.9847925571679904,OPTIMAL,0.0,0,-0.13153266774692962,OPTIMAL,0.0009999275207519531,6,-0.16458678388034245,OPTIMAL,0.011999845504760742,42,-0.12028758243987105,OPTIMAL,0.002000093460083008,28,-1.0000000104226319,OPTIMAL,0.019999980926513672,92,-0.9847925571679904
ATF6B,OPTIMAL,0.0,0,-0.2645452922096885,OPTIMAL,0.0,2,-0.10256038508213501,OPTIMAL,0.003000020980834961,22,-0.10729552762238961,OPTIMAL,0.0,31,-1.0000000073037647,CUT_LIMIT,0.06099963188171387,100,,OPTIMAL,0.0,0,-0.2645452922096885,OPTIMAL,0.0,2,-0.10256038508213501,OPTIMAL,0.003999948501586914,22,-0.10729552762238961,OPTIMAL,0.004999876022338867,31,-1.0000000073037647,OPTIMAL,0.09399962425231934,182,-0.802776268959468,OPTIMAL,0.0,0,-0.06678272992052817,OPTIMAL,0.0,3,-0.05297961463783087,OPTIMAL,0.0010001659393310547,8,-0.45609850903806415,OPTIMAL,0.0,11,-1.000000000003849,OPTIMAL,0.004000186920166016,27,-1.0000000163421805,OPTIMAL,0.0010001659393310547,8,-0.45609850903806415,OPTIMAL,0.0,3,-0.05297961463783087,OPTIMAL,0.0009999275207519531,0,-0.06678272992052817,OPTIMAL,0.002000093460083008,11,-1.000000000003849,OPTIMAL,0.005999565124511719,27,-1.0000000163421805,OPTIMAL,0.0,0,-0.06678272992052817,OPTIMAL,0.0009999275207519531,3,-0.05297961463783087,OPTIMAL,0.0,8,-0.45609850903806415,OPTIMAL,0.0010001659393310547,11,-1.000000000003849,OPTIMAL,0.006000041961669922,27,-1.0000000163421805
ATF7,OPTIMAL,0.0,0,-0.3258623202563324,OPTIMAL,0.0009999275207519531,3,-0.18665532741494717,CUT_LIMIT,0.012000083923339844,100,,OPTIMAL,0.00800013542175293,48,-0.8523361859226706,CUT_LIMIT,0.04600119590759277,100,,OPTIMAL,0.0,0,-0.3258623202563324,OPTIMAL,0.0019998550415039062,3,-0.18665532741494717,CUT_LIMIT,0.8260030746459961,1000,,OPTIMAL,0.0009999275207519531,48,-0.8523361859226706,OPTIMAL,1.4600012302398682,661,-0.8489173198534148,OPTIMAL,0.0,0,-0.08855881478759504,OPTIMAL,0.0010001659393310547,3,-0.08179739551834513,OPTIMAL,0.002000093460083008,8,-1.000000641967787,OPTIMAL,0.0,11,-1.0000000001538745,OPTIMAL,0.004000186920166016,27,-1.000000135503754,OPTIMAL,0.0009999275207519531,8,-1.000000641967787,OPTIMAL,0.0,3,-0.08179739551834513,OPTIMAL,0.0,0,-0.08855881478759504,OPTIMAL,0.0009999275207519531,11,-1.0000000001538745,OPTIMAL,0.0009999275207519531,27,-1.000000135503754,OPTIMAL,0.0,0,-0.08855881478759504,OPTIMAL,0.0,3,-0.08179739551834513,OPTIMAL,0.0010001659393310547,8,-1.000000641967787,OPTIMAL,0.0,11,-1.0000000001538745,OPTIMAL,0.0009999275207519531,27,-1.000000135503754
ATF7IP,OPTIMAL,0.0,0,-0.34066398542086845,OPTIMAL,0.0,2,-0.1063525277143505,CUT_LIMIT,0.009999990463256836,100,,OPTIMAL,0.0009999275207519531,38,-0.9834462067837768,CUT_LIMIT,0.07100129127502441,100,,OPTIMAL,0.0,0,-0.34066398542086845,OPTIMAL,0.0,2,-0.1063525277143505,CUT_LIMIT,0.4889988899230957,1000,,OPTIMAL,0.00899958610534668,38,-0.9834462067837768,OPTIMAL,0.5830018520355225,387,-0.9227718766310329,OPTIMAL,0.0,0,-0.12228571795567529,OPTIMAL,0.0,6,0.1720663163134809,OPTIMAL,0.0,9,0.18266063297915536,OPTIMAL,0.0009999275207519531,24,-1.0000005223574606,CUT_LIMIT,0.014000177383422852,100,,OPTIMAL,0.0019998550415039062,9,0.18266063297915536,OPTIMAL,0.0009999275207519531,6,0.1720663163134809,OPTIMAL,0.0,0,-0.12228571795567529,OPTIMAL,0.003000020980834961,24,-1.0000005223574606,OPTIMAL,0.10499930381774902,231,-0.9478916515940718,OPTIMAL,0.0019998550415039062,0,-0.12228571795567529,OPTIMAL,0.0009999275207519531,6,0.1720663163134809,OPTIMAL,0.0010001659393310547,9,0.18266063297915536,OPTIMAL,0.0019998550415039062,24,-1.0000005223574606,OPTIMAL,0.13400006294250488,231,-0.9478916515940718
ATG10,OPTIMAL,0.0,0,-0.2661418451657176,OPTIMAL,0.0,2,-0.1305423323113024,CUT_LIMIT,0.007999658584594727,100,,OPTIMAL,0.004000186920166016,45,-0.998613050908146,CUT_LIMIT,0.06600022315979004,100,,OPTIMAL,0.0,0,-0.2661418451657176,OPTIMAL,0.0,2,-0.1305423323113024,CUT_LIMIT,0.4369988441467285,1000,,OPTIMAL,0.00599980354309082,45,-0.998613050908146,OPTIMAL,0.20800065994262695,237,-0.9351040421549348,OPTIMAL,0.0,0,-0.07197975296649321,OPTIMAL,0.0,3,-0.05860669584487364,OPTIMAL,0.0010001659393310547,9,-0.4132514096997177,OPTIMAL,0.0,10,-1.0000001804376801,OPTIMAL,0.002000093460083008,26,-1.0000016730452863,OPTIMAL,0.0019998550415039062,9,-0.4132514096997177,OPTIMAL,0.0,3,-0.05860669584487364,OPTIMAL,0.0,0,-0.07197975296649321,OPTIMAL,0.0009999275207519531,10,-1.0000001804376801,OPTIMAL,0.004000186920166016,26,-1.0000016730452863,OPTIMAL,0.0009999275207519531,0,-0.07197975296649321,OPTIMAL,0.0,3,-0.05860669584487364,OPTIMAL,0.0009999275207519531,9,-0.4132514096997177,OPTIMAL,0.0,10,-1.0000001804376801,OPTIMAL,0.014999866485595703,26,-1.0000016730452863
ATG12,OPTIMAL,0.0,0,-0.35837661174748225,OPTIMAL,0.0,2,-0.15197204254296057,CUT_LIMIT,0.011999368667602539,100,,OPTIMAL,0.003999948501586914,57,1.0000052828495123,CUT_LIMIT,0.06500053405761719,100,,OPTIMAL,0.002000093460083008,0,-0.35837661174748225,OPTIMAL,0.0,2,-0.15197204254296057,CUT_LIMIT,0.4940006732940674,1000,,OPTIMAL,0.00800013542175293,57,1.0000052828495123,CUT_LIMIT,3.068005323410034,1000,,OPTIMAL,0.0009999275207519531,0,-0.14284401924682763,OPTIMAL,0.0,13,-0.03538320294942642,OPTIMAL,0.0029997825622558594,19,0.014839141341677378,OPTIMAL,0.006000041961669922,40,0.014378962157295668,CUT_LIMIT,0.026999473571777344,100,,OPTIMAL,0.0020003318786621094,19,0.014839141341677378,OPTIMAL,0.0,13,-0.03538320294942642,OPTIMAL,0.0,0,-0.14284401924682763,OPTIMAL,0.005000114440917969,40,0.014378962157295668,OPTIMAL,0.03299999237060547,109,-0.9665277206815491,OPTIMAL,0.0,0,-0.14284401924682763,OPTIMAL,0.0010001659393310547,13,-0.03538320294942642,OPTIMAL,0.002000093460083008,19,0.014839141341677378,OPTIMAL,0.0010001659393310547,40,0.014378962157295668,OPTIMAL,0.03699922561645508,109,-0.9665277206815491
ATG13,OPTIMAL,0.0,0,-0.3413547839380364,OPTIMAL,0.0,6,-0.0991533060546102,OPTIMAL,0.0009999275207519531,7,-0.029851412953496463,OPTIMAL,0.0009999275207519531,30,-1.0000000089402192,CUT_LIMIT,0.05399966239929199,100,,OPTIMAL,0.0,0,-0.3413547839380364,OPTIMAL,0.0,6,-0.0991533060546102,OPTIMAL,0.002000093460083008,7,-0.029851412953496463,OPTIMAL,0.002000093460083008,30,-1.0000000089402192,OPTIMAL,0.30100035667419434,294,-0.8026826903540454,OPTIMAL,0.0,0,-0.09383002726502665,OPTIMAL,0.0019998550415039062,4,-0.09061639615898189,OPTIMAL,0.009999513626098633,52,-0.04846722700908937,OPTIMAL,0.004000186920166016,22,-1.0000001126399691,CUT_LIMIT,0.01900005340576172,100,,OPTIMAL,0.008999824523925781,52,-0.04846722700908937,OPTIMAL,0.0,4,-0.09061639615898189,OPTIMAL,0.0,0,-0.09383002726502665,OPTIMAL,0.0,22,-1.0000001126399691,CUT_LIMIT,0.5450000762939453,1000,,OPTIMAL,0.0,0,-0.09383002726502665,OPTIMAL,0.0,4,-0.09061639615898189,OPTIMAL,0.007999897003173828,52,-0.04846722700908937,OPTIMAL,0.003000020980834961,22,-1.0000001126399691,TOTAL_TIME_LIMIT,30.005992650985718,8447,
ATG14,OPTIMAL,0.0009999275207519531,0,-0.31118170749871715,OPTIMAL,0.0,4,-0.45845166650562963,OPTIMAL,0.0,19,0.4571567552955884,OPTIMAL,0.0,31,-1.0000000001416454,CUT_LIMIT,0.026999950408935547,100,,OPTIMAL,0.0010001659393310547,0,-0.31118170749871715,OPTIMAL,0.0,4,-0.45845166650562963,OPTIMAL,0.0019998550415039062,19,0.4571567552955884,OPTIMAL,0.00500035285949707,31,-1.0000000001416454,CUT_LIMIT,3.814995765686035,1000,,OPTIMAL,0.0,0,-0.09348050144674423,OPTIMAL,0.0,5,-0.061825530496873726,CUT_LIMIT,0.010999917984008789,100,,OPTIMAL,0.0019998550415039062,23,-1.0000000302394871,CUT_LIMIT,0.028000831604003906,100,,CUT_LIMIT,0.3709988594055176,1000,,OPTIMAL,0.0,5,-0.061825530496873726,OPTIMAL,0.0,0,-0.09348050144674423,OPTIMAL,0.003000020980834961,23,-1.0000000302394871,OPTIMAL,0.037999868392944336,117,-0.9266257570106745,OPTIMAL,0.0,0,-0.09348050144674423,OPTIMAL,0.002000093460083008,5,-0.061825530496873726,TOTAL_TIME_LIMIT,30.00898814201355,8699,,OPTIMAL,0.002000093460083008,23,-1.0000000302394871,OPTIMAL,0.07500004768371582,117,-0.9266257570106745
ATG16L1,OPTIMAL,0.0,0,-0.28385763247735657,OPTIMAL,0.0009999275207519531,2,-0.12940706120477385,OPTIMAL,0.004999876022338867,35,0.12303997048505845,OPTIMAL,0.0019998550415039062,37,-0.3929452197214993,CUT_LIMIT,0.03600025177001953,100,,OPTIMAL,0.0,0,-0.28385763247735657,OPTIMAL,0.0,2,-0.12940706120477385,OPTIMAL,0.006000041961669922,35,0.12303997048505845,OPTIMAL,0.00599980354309082,37,-0.3929452197214993,OPTIMAL,0.08099889755249023,157,0.6071245287356234,OPTIMAL,0.0009999275207519531,0,-0.08825066400471525,OPTIMAL,0.002000093460083008,8,-0.24058069688949846,OPTIMAL,0.006000041961669922,33,0.9999470380023188,OPTIMAL,0.0010001659393310547,21,-1.0000000042148331,CUT_LIMIT,0.0279998779296875,100,,OPTIMAL,0.005000114440917969,33,0.9999470380023188,OPTIMAL,0.002000093460083008,8,-0.24058069688949846,OPTIMAL,0.0,0,-0.08825066400471525,OPTIMAL,0.004000186920166016,21,-1.0000000042148331,CUT_LIMIT,0.8609988689422607,1000,,OPTIMAL,0.0,0,-0.08825066400471525,OPTIMAL,0.002000093460083008,8,-0.24058069688949846,OPTIMAL,0.007000446319580078,33,0.9999470380023188,OPTIMAL,0.004000186920166016,21,-1.0000000042148331,TOTAL_TIME_LIMIT,30.0030038356781,8135,
ATG2A,OPTIMAL,0.0,0,-0.23902152426761503,OPTIMAL,0.0,4,-0.05131196477801307,OPTIMAL,0.008999824523925781,62,0.8868102332735094,OPTIMAL,0.005000114440917969,46,-1.0000007402773567,CUT_LIMIT,0.0429995059967041,100,,OPTIMAL,0.0,0,-0.23902152426761503,OPTIMAL,0.0,4,-0.05131196477801307,OPTIMAL,0.012000083923339844,62,0.8868102332735094,OPTIMAL,0.0029997825622558594,46,-1.0000007402773567,OPTIMAL,0.3670022487640381,379,0.990187530700068,OPTIMAL,0.0,0,-0.0656317749836086,OPTIMAL,0.0,3,-0.06241450469509366,CUT_LIMIT,0.010999679565429688,100,,OPTIMAL,0.0019998550415039062,21,-1.0000000050279785,CUT_LIMIT,0.018000125885009766,100,,CUT_LIMIT,0.3940012454986572,1000,,OPTIMAL,0.0,3,-0.06241450469509366,OPTIMAL,0.0009999275207519531,0,-0.0656317749836086,OPTIMAL,0.0009999275207519531,21,-1.0000000050279785,OPTIMAL,0.045999765396118164,143,-0.04171238598683494,OPTIMAL,0.0,0,-0.0656317749836086,OPTIMAL,0.0,3,-0.06241450469509366,TOTAL_TIME_LIMIT,30.00400161743164,8703,,OPTIMAL,0.0010001659393310547,21,-1.0000000050279785,OPTIMAL,0.045000314712524414,143,-0.04171238598683494
