,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts
ATF5,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.02499985694885254,84,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.00599980354309082,15,OPTIMAL,0.029999494552612305,84,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,5,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0030002593994140625,15,OPTIMAL,0.021000146865844727,75,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003999948501586914,5,OPTIMAL,0.0,0,OPTIMAL,0.006999969482421875,15,OPTIMAL,0.02400064468383789,75,OPTIMAL,0.0,0,OPTIMAL,0.004000425338745117,5,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.007999897003173828,15,OPTIMAL,0.024000883102416992,75
ATF6,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.020999908447265625,3,OPTIMAL,0.003000020980834961,15,CUT_LIMIT,0.023999929428100586,100,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.013000011444091797,3,OPTIMAL,0.0,15,CUT_LIMIT,0.44300079345703125,1000,OPTIMAL,0.0,0,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.0019998550415039062,15,OPTIMAL,0.012000322341918945,74,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0039997100830078125,15,OPTIMAL,0.016000747680664062,74,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.013000011444091797,74
ATF6B,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.004999876022338867,2,OPTIMAL,0.012000083923339844,17,CUT_LIMIT,0.03800034523010254,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0010001659393310547,1,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.015999794006347656,17,CUT_LIMIT,0.47899770736694336,1000,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0010001659393310547,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0
ATF7,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.012999296188354492,15,CUT_LIMIT,0.04499983787536621,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.009999752044677734,15,CUT_LIMIT,0.5729999542236328,1000,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0
ATF7IP,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.020999908447265625,2,OPTIMAL,0.018999576568603516,15,CUT_LIMIT,0.042000532150268555,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.009999990463256836,2,OPTIMAL,0.015999794006347656,15,CUT_LIMIT,0.4830014705657959,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.018000125885009766,63,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0019998550415039062,3,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,15,OPTIMAL,0.006999969482421875,63,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.0029997825622558594,0,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.015000343322753906,63
ATG10,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.007999897003173828,2,OPTIMAL,0.012000322341918945,16,OPTIMAL,0.022000551223754883,45,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.004999876022338867,2,OPTIMAL,0.015999794006347656,16,OPTIMAL,0.020999431610107422,45,OPTIMAL,0.0019998550415039062,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.01900029182434082,17,CUT_LIMIT,0.03400015830993652,100,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01399993896484375,17,CUT_LIMIT,0.5000028610229492,1000,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.012000083923339844,17,TOTAL_TIME_LIMIT,30.00201940536499,9211
ATG12,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.007999897003173828,1,OPTIMAL,0.015000104904174805,15,CUT_LIMIT,0.055999040603637695,100,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0069997310638427734,1,OPTIMAL,0.01699972152709961,15,CUT_LIMIT,0.5120007991790771,1000,OPTIMAL,0.0,0,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003999948501586914,15,CUT_LIMIT,0.020000219345092773,100,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.00800013542175293,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,15,CUT_LIMIT,0.5280008316040039,1000,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.00599980354309082,15,TOTAL_TIME_LIMIT,30.00499200820923,8694
ATG13,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.03400015830993652,5,OPTIMAL,0.013000249862670898,15,CUT_LIMIT,0.0540008544921875,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.03299999237060547,5,OPTIMAL,0.012999773025512695,15,CUT_LIMIT,0.4419987201690674,1000,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,CUT_LIMIT,0.02200007438659668,100,OPTIMAL,0.01600027084350586,45,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0010001659393310547,0,CUT_LIMIT,0.047998905181884766,1000,OPTIMAL,0.0279996395111084,45,OPTIMAL,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,CUT_LIMIT,1.621000051498413,10000,OPTIMAL,0.022998809814453125,45
ATG14,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,3,OPTIMAL,0.0409998893737793,6,OPTIMAL,0.003000020980834961,16,OPTIMAL,0.021999359130859375,85,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,3,OPTIMAL,0.031000137329101562,6,OPTIMAL,0.003000497817993164,16,OPTIMAL,0.029000520706176758,85,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.012000083923339844,2,OPTIMAL,0.015999794006347656,17,CUT_LIMIT,0.025998830795288086,100,OPTIMAL,0.016000032424926758,2,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.016000032424926758,17,CUT_LIMIT,0.44499874114990234,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.01100015640258789,2,OPTIMAL,0.014999866485595703,17,CUT_LIMIT,27.901999711990356,10000
ATG16L1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.00500035285949707,3,OPTIMAL,0.029999971389770508,5,OPTIMAL,0.020999908447265625,15,OPTIMAL,0.042000532150268555,89,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.029999494552612305,5,OPTIMAL,0.03499937057495117,15,OPTIMAL,0.03700113296508789,89,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.006000041961669922,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.03400015830993652,16,OPTIMAL,0.01999950408935547,45,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.005000114440917969,3,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.031000375747680664,16,OPTIMAL,0.03200030326843262,45,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.03599953651428223,16,OPTIMAL,0.11499977111816406,45
ATG2A,OPTIMAL,0.0,0,OPTIMAL,0.0010001659393310547,4,OPTIMAL,0.015000343322753906,3,OPTIMAL,0.003999948501586914,15,CUT_LIMIT,0.039998769760131836,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,4,OPTIMAL,0.014999866485595703,3,OPTIMAL,0.003999948501586914,15,CUT_LIMIT,0.4910004138946533,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.014999866485595703,3,OPTIMAL,0.006000041961669922,16,CUT_LIMIT,0.02700042724609375,100,OPTIMAL,0.01399993896484375,3,OPTIMAL,0.006999969482421875,2,OPTIMAL,0.0,0,OPTIMAL,0.015000104904174805,16,CUT_LIMIT,0.5009996891021729,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,2,OPTIMAL,0.014999866485595703,3,OPTIMAL,0.014999866485595703,16,TOTAL_TIME_LIMIT,30.002989530563354,9220
ATG2B,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999637603759766,2,OPTIMAL,0.009999990463256836,14,OPTIMAL,0.016000032424926758,52,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,2,OPTIMAL,0.010999679565429688,14,OPTIMAL,0.026999950408935547,52,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0029997825622558594,0,OPTIMAL,0.012999773025512695,17,OPTIMAL,0.02200031280517578,51,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.013000249862670898,17,OPTIMAL,0.040999412536621094,51,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.013999700546264648,17,OPTIMAL,0.02299952507019043,51
ATG3,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.0279998779296875,96,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,2,OPTIMAL,0.007999897003173828,1,OPTIMAL,0.007999658584594727,15,OPTIMAL,0.024999380111694336,96,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.009000062942504883,17,OPTIMAL,0.023000478744506836,55,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.014000177383422852,17,OPTIMAL,0.024999380111694336,55,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.015000343322753906,17,OPTIMAL,0.014000177383422852,55
ATG4A,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.01900005340576172,4,OPTIMAL,0.015000104904174805,16,CUT_LIMIT,0.034999847412109375,100,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.018000125885009766,4,OPTIMAL,0.01399993896484375,16,CUT_LIMIT,0.43899965286254883,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.010999917984008789,16,OPTIMAL,0.024999380111694336,55,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.015999794006347656,16,OPTIMAL,0.019999980926513672,55,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.013000249862670898,16,OPTIMAL,0.021000146865844727,55
ATG4B,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.0060002803802490234,1,OPTIMAL,0.012000083923339844,16,OPTIMAL,0.0410001277923584,79,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.015000343322753906,16,OPTIMAL,0.017000198364257812,79,OPTIMAL,0.003000020980834961,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.01900005340576172,18,OPTIMAL,0.021999835968017578,41,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.00599980354309082,18,OPTIMAL,0.02200007438659668,41,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.017999887466430664,18,OPTIMAL,0.014999866485595703,41
ATG4C,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,4,OPTIMAL,0.0060002803802490234,1,OPTIMAL,0.004999876022338867,14,CUT_LIMIT,0.05200004577636719,100,OPTIMAL,0.0,0,OPTIMAL,0.0010001659393310547,4,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.005000114440917969,14,CUT_LIMIT,0.5270016193389893,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.011999845504760742,16,OPTIMAL,0.01999950408935547,48,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0,0,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.023000240325927734,48,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.015999555587768555,16,OPTIMAL,0.022000789642333984,48
ATG5,OPTIMAL,0.0,0,OPTIMAL,0.0,3,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.004000425338745117,14,CUT_LIMIT,0.06299924850463867,100,OPTIMAL,0.0,0,OPTIMAL,0.0010001659393310547,3,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,14,CUT_LIMIT,0.5350015163421631,1000,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,2,OPTIMAL,0.0060002803802490234,2,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.022000551223754883,83,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0,0,OPTIMAL,0.0,15,OPTIMAL,0.02499985694885254,83,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,2,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.009000062942504883,15,OPTIMAL,0.016000032424926758,83
ATG7,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.0060002803802490234,1,OPTIMAL,0.01600050926208496,17,OPTIMAL,0.0410003662109375,55,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.015000104904174805,17,OPTIMAL,0.06800079345703125,55,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01699972152709961,2,OPTIMAL,0.01100015640258789,16,CUT_LIMIT,0.03499937057495117,100,OPTIMAL,0.015000104904174805,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.012999773025512695,16,CUT_LIMIT,0.5150003433227539,1000,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.014000177383422852,2,OPTIMAL,0.016000032424926758,16,TOTAL_TIME_LIMIT,30.00498604774475,9997
ATG9A,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,3,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.004999876022338867,16,CUT_LIMIT,0.030000686645507812,100,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,3,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.007999897003173828,16,CUT_LIMIT,0.5170025825500488,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.004999876022338867,2,OPTIMAL,0.01399993896484375,16,CUT_LIMIT,0.0279996395111084,100,OPTIMAL,0.0039997100830078125,2,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.012000322341918945,16,CUT_LIMIT,0.4200012683868408,1000,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.01199960708618164,16,CUT_LIMIT,27.91000247001648,10000
ATIC,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.006999969482421875,0,OPTIMAL,0.01100015640258789,1,OPTIMAL,0.015000104904174805,17,CUT_LIMIT,0.04600071907043457,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.012999534606933594,17,CUT_LIMIT,0.5830011367797852,1000,OPTIMAL,0.0,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.01699995994567871,18,OPTIMAL,0.026999950408935547,56,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.026999950408935547,18,OPTIMAL,0.12199997901916504,56,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.019000530242919922,18,OPTIMAL,0.017999649047851562,56
ATL1,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.005000114440917969,15,CUT_LIMIT,0.042999267578125,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.004000425338745117,15,CUT_LIMIT,0.527000904083252,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0030002593994140625,3,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.010999917984008789,16,OPTIMAL,0.01900029182434082,43,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.006000041961669922,3,OPTIMAL,0.0,0,OPTIMAL,0.014999866485595703,16,OPTIMAL,0.014999866485595703,43,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.015000581741333008,16,OPTIMAL,0.01900005340576172,43
ATL2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.01699972152709961,3,OPTIMAL,0.016000032424926758,16,CUT_LIMIT,0.04399895668029785,100,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.01600027084350586,3,OPTIMAL,0.015000104904174805,16,CUT_LIMIT,0.5139980316162109,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.008999824523925781,16,OPTIMAL,0.015999794006347656,43,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01699995994567871,16,OPTIMAL,0.018999814987182617,43,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.018000125885009766,43
ATL3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.015999794006347656,16,CUT_LIMIT,0.03900003433227539,100,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.01399993896484375,16,CUT_LIMIT,0.5820016860961914,1000,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,15,CUT_LIMIT,0.02700018882751465,100,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0030002593994140625,15,CUT_LIMIT,0.5200011730194092,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.006000041961669922,15,TOTAL_TIME_LIMIT,30.002002000808716,9257
ATM,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.015000104904174805,15,OPTIMAL,0.020999431610107422,78,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.012999773025512695,15,OPTIMAL,0.03600001335144043,78,OPTIMAL,0.0,0,OPTIMAL,0.005000114440917969,3,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.01699972152709961,82,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.0,0,OPTIMAL,0.006000041961669922,15,OPTIMAL,0.018000364303588867,82,OPTIMAL,0.0,0,OPTIMAL,0.0,3,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.008999824523925781,15,OPTIMAL,0.1250011920928955,82
ATMIN,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.00599980354309082,4,OPTIMAL,0.01199960708618164,3,OPTIMAL,0.0019998550415039062,14,OPTIMAL,0.02200031280517578,64,OPTIMAL,0.0,0,OPTIMAL,0.00500035285949707,4,OPTIMAL,0.014999866485595703,3,OPTIMAL,0.0060002803802490234,14,OPTIMAL,0.01900005340576172,64,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.015999794006347656,17,OPTIMAL,0.026000499725341797,51,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,0,OPTIMAL,0.016000032424926758,17,OPTIMAL,0.01900005340576172,51,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.016000032424926758,17,OPTIMAL,0.04499959945678711,51
ATN1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.008999824523925781,1,OPTIMAL,0.031999826431274414,16,CUT_LIMIT,0.048000335693359375,100,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.007999897003173828,1,OPTIMAL,0.026999950408935547,16,CUT_LIMIT,0.503000020980835,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,4,OPTIMAL,0.0,3,OPTIMAL,0.002000093460083008,15,OPTIMAL,0.010000467300415039,58,OPTIMAL,0.006000041961669922,3,OPTIMAL,0.0019998550415039062,4,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,15,OPTIMAL,0.014999866485595703,58,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,4,OPTIMAL,0.0070002079010009766,3,OPTIMAL,0.006000041961669922,15,OPTIMAL,0.026999473571777344,58
